"KIDSDRIV","TRAVTIME","CAR_USE","BLUEBOOK","RETAINED","NPOLICY","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CLM_AMT","CLM_FLAG","AGE","AGE.GENDER","HOMEKIDS","YOJ","INCOME","GENDER","MARRIED","PARENT1","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","DENSITY","AGE_YEARS"
0,"0-40","Private","200-400","0-7",2,"Pickup","no","0-15",0,"No","2","0-50","No","41-60","41-60F",0,"6-12","0-100","F","Yes","No","Home Maker","Bachelors","0-250","8-16","Highly Urban",39
0,"0-40","Commercial","200-400","7-14",1,"Panel Truck","yes","0-15",0,"No","2","0-50","No","25-40","25-40M",0,"6-12","0-100","M","No","No","Professional","Masters","0-250","8-16","Urban",33
0,"0-40","Commercial","0-200","0-7",1,"Pickup","no","30-45",3,"No","8","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Manager","PhD","250-500","16-24","Urban",42
0,"0-40","Private","0-200","7-14",1,"Sedan","no","0-15",0,"No","1","0-50","No","41-60","41-60F",0,"6-12","100-200","F","No","No","Manager","Masters","0-250","8-16","Urban",46
1,"0-40","Commercial","0-200","0-7",1,"Pickup","yes","0-15",0,"No","4","0-50","Yes","25-40","25-40M",1,"12-18","0-100","M","No","Yes","Clerical","<High School","0-250","0-8","Highly Urban",35
0,"40-80","Commercial","200-400","0-7",3,"Van","no","0-15",0,"No","3","0-50","Yes","25-40","25-40M",1,"6-12","0-100","M","No","Yes","Blue Collar","Bachelors","0-250","8-16","Highly Urban",34
0,"40-80","Commercial","200-400","7-14",3,"Panel Truck","yes","0-15",0,"No","1","0-50","Yes","25-40","25-40M",1,"6-12","0-100","M","No","Yes","Blue Collar","Bachelors","0-250","0-8","Highly Urban",34
0,"0-40","Private","0-200","0-7",3,"Van","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",4,"12-18","0-100","M","Yes","No","Blue Collar","<High School","0-250","8-16","Highly Urban",40
3,"0-40","Commercial","0-200","0-7",3,"Pickup","yes","0-15",0,"No","3","0-50","Yes","41-60","41-60M",0,"12-18","0-100","M","No","No","Professional","Masters","0-250","16-24","Urban",46
0,"0-40","Commercial","0-200","0-7",2,"Pickup","no","0-15",0,"No","0","0-50","No","25-40","25-40M",4,"6-12","0-100","M","Yes","No","Clerical","<High School","0-250","0-8","Rural",30
0,"40-80","Commercial","0-200","0-7",2,"Van","yes","0-15",0,"No","3","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Blue Collar","<High School","0-250","0-8","Highly Urban",45
0,"40-80","Commercial","200-400","7-14",2,"Van","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Blue Collar","<High School","0-250","0-8","Highly Urban",45
0,"0-40","Private","0-200","0-7",1,"Sports Car","no","0-15",0,"No","0","0-50","No","41-60","41-60F",0,"12-18","100-200","F","No","No","Manager","Bachelors","250-500","8-16","Urban",49
0,"0-40","Private","0-200","0-7",2,"Pickup","no","0-15",1,"No","2","0-50","Yes","41-60","41-60M",1,"6-12","100-200","M","No","Yes","Lawyer","Masters","250-500","8-16","Highly Urban",38
0,"0-40","Commercial","200-400","7-14",2,"Panel Truck","no","0-15",0,"No","0","0-50","No","41-60","41-60M",1,"6-12","0-100","M","No","Yes","","Masters","250-500","8-16","Highly Urban",38
0,"0-40","Private","0-200","0-7",1,"SUV","no","0-15",0,"No","2","0-50","No","41-60","41-60F",2,"12-18","0-100","F","Yes","No","Lawyer","Masters","250-500","8-16","Urban",42
1,"0-40","Private","200-400","0-7",1,"Sedan","yes","0-15",0,"No","0","0-50","No","25-40","25-40M",1,"12-18","0-100","M","Yes","No","Professional","High School","0-250","0-8","Urban",37
0,"40-80","Commercial","0-200","0-7",1,"Van","no","0-15",0,"No","3","0-50","No","41-60","41-60M",0,"6-12","100-200","M","Yes","No","","Masters","250-500","8-16","Urban",36
0,"0-40","Private","0-200","0-7",2,"SUV","no","0-15",0,"No","2","0-50","No","41-60","41-60F",0,"12-18","100-200","F","No","No","Professional","Bachelors","250-500","8-16","Highly Urban",44
0,"0-40","Private","200-400","0-7",2,"Sports Car","no","0-15",0,"No","3","0-50","No","41-60","41-60F",0,"12-18","100-200","F","No","No","Professional","Bachelors","250-500","8-16","Highly Urban",44
0,"40-80","Commercial","0-200","7-14",3,"SUV","no","0-15",0,"No","0","0-50","Yes","41-60","41-60F",0,"0-6","0-100","F","No","No","Student","High School","0-250","8-16","Highly Urban",43
0,"40-80","Commercial","200-400","0-7",3,"Pickup","no","0-15",2,"No","1","0-50","Yes","41-60","41-60F",0,"0-6","0-100","F","No","No","Student","High School","0-250","8-16","Highly Urban",43
0,"0-40","Private","0-200","7-14",1,"Van","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"12-18","0-100","M","No","No","Doctor","PhD","0-250","8-16","Urban",50
0,"0-40","Private","200-400","7-14",2,"Sports Car","no","0-15",0,"No","0","0-50","No","41-60","41-60F",0,"12-18","0-100","F","Yes","No","Doctor","PhD","500-750","16-24","Highly Urban",45
0,"40-80","Commercial","200-400","7-14",2,"Pickup","no","0-15",0,"No","3","0-50","No","41-60","41-60F",0,"12-18","100-200","F","Yes","No","","PhD","250-500","0-8","Highly Urban",45
0,"40-80","Private","0-200","0-7",1,"Sports Car","no","0-15",0,"No","1","0-50","No","41-60","41-60F",0,"6-12","0-100","F","No","No","Lawyer","Masters","0-250","16-24","Highly Urban",51
0,"0-40","Private","0-200","7-14",1,"Sedan","no","0-15",3,"No","2","0-50","Yes","41-60","41-60F",0,"12-18","0-100","F","No","No","Blue Collar","<High School","0-250","0-8","Highly Urban",43
0,"0-40","Private","0-200","0-7",1,"Pickup","yes","0-15",0,"No","0","0-50","No","25-40","25-40M",0,"6-12","100-200","M","No","No","Doctor","PhD","0-250","16-24","Urban",37
0,"0-40","Private","0-200","0-7",1,"Pickup","no","0-15",1,"No","5","0-50","No","25-40","25-40F",0,"0-6","0-100","F","No","No","Home Maker","High School","0-250","8-16","Highly Urban",29
0,"40-80","Private","0-200","0-7",1,"Sedan","yes","0-15",3,"No","1","0-50","No","41-60","41-60M",0,"12-18","0-100","M","Yes","No","Lawyer","Masters","0-250","8-16","Highly Urban",50
1,"0-40","Private","0-200","7-14",1,"SUV","no","0-15",0,"No","3","0-50","No","25-40","25-40F",2,"6-12","0-100","F","No","Yes","Clerical","High School","0-250","0-8","Highly Urban",36
0,"40-80","Private","0-200","0-7",1,"SUV","no","0-15",0,"No","0","0-50","Yes","41-60","41-60F",0,"12-18","0-100","F","Yes","No","Lawyer","Masters","0-250","8-16","Highly Urban",43
0,"0-40","Commercial","200-400","0-7",1,"Sedan","no","45-60",3,"Yes","7","0-50","No","41-60","41-60F",2,"12-18","0-100","F","Yes","No","Blue Collar","Bachelors","0-250","0-8","Urban",41
0,"40-80","Private","200-400","0-7",3,"SUV","no","0-15",3,"No","0","0-50","No","41-60","41-60F",0,"6-12","0-100","F","Yes","No","Professional","Masters","250-500","8-16","Rural",49
0,"40-80","Private","200-400","0-7",3,"Pickup","no","0-15",0,"No","2","0-50","No","41-60","41-60F",0,"6-12","0-100","F","Yes","No","Professional","Masters","250-500","8-16","Rural",49
0,"0-40","Private","0-200","0-7",1,"SUV","no","0-15",0,"Yes","3","0-50","No",">60",">60M",0,"6-12","0-100","M","Yes","No","Lawyer","Masters","250-500","8-16","Highly Urban",64
2,"40-80","Private","0-200","0-7",1,"SUV","no","0-15",3,"No","8","0-50","Yes","41-60","41-60F",3,"12-18","0-100","F","No","Yes","Professional","Bachelors","0-250","0-8","Highly Urban",40
0,"40-80","Private","0-200","0-7",2,"Sedan","no","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"6-12","0-100","M","No","No","Student","<High School","0-250","0-8","Highly Rural",44
0,"40-80","Private","200-400","7-14",1,"Sports Car","no","0-15",0,"No","0","0-50","Yes","25-40","25-40F",2,"12-18","100-200","F","No","Yes","Manager","Bachelors","0-250","8-16","Urban",29
0,"0-40","Private","0-200","0-7",1,"Sedan","yes","0-15",0,"No","1","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Professional","Bachelors","250-500","0-8","Urban",46
1,"0-40","Commercial","200-400","0-7",1,"Van","no","0-15",2,"No","0","0-50","No","41-60","41-60F",3,"12-18","0-100","F","Yes","No","Blue Collar","High School","0-250","8-16","Urban",44
0,"0-40","Private","0-200","7-14",2,"Sports Car","no","0-15",1,"No","0","0-50","No","25-40","25-40F",0,"12-18","0-100","F","Yes","No","Home Maker","High School","0-250","0-8","Highly Urban",35
0,"0-40","Private","0-200","0-7",2,"Sports Car","no","15-30",2,"Yes","0","0-50","Yes","25-40","25-40F",0,"12-18","0-100","F","Yes","No","Home Maker","High School","0-250","0-8","Highly Urban",35
0,"40-80","Private","0-200","0-7",1,"SUV","no","0-15",0,"No","0","0-50","No","41-60","41-60F",1,"6-12","0-100","F","No","Yes","Clerical","Bachelors","0-250","8-16","Rural",40
0,"0-40","Commercial","200-400","0-7",2,"Panel Truck","yes","0-15",0,"No","1","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","","Masters","0-250","16-24","Highly Urban",47
0,"0-40","Commercial","200-400","0-7",2,"Panel Truck","yes","0-15",0,"No","1","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","","Masters","250-500","16-24","Rural",47
0,"0-40","Private","0-200","0-7",2,"SUV","no","0-15",0,"No","0","0-50","No",">60",">60M",0,"12-18","0-100","M","No","No","Manager","PhD","250-500","0-8","Urban",67
0,"40-80","Private","0-200","7-14",2,"SUV","no","0-15",2,"No","6","0-50","No","25-40","25-40F",0,"6-12","100-200","F","No","No","Professional","Bachelors","250-500","8-16","Urban",36
0,"0-40","Commercial","0-200","7-14",1,"Van","yes","0-15",2,"No","0","0-50","Yes","41-60","41-60M",0,"6-12","0-100","M","No","No","Blue Collar","Bachelors","0-250","8-16","Urban",44
1,"40-80","Commercial","0-200","14-21",1,"SUV","no","0-15",0,"No","0","0-50","No","25-40","25-40F",3,"12-18","0-100","F","No","Yes","Blue Collar","Bachelors","0-250","8-16","Highly Rural",38
0,"0-40","Commercial","0-200","0-7",2,"Van","no","0-15",1,"No","3","0-50","Yes","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Student","High School","0-250","8-16","Highly Urban",44
0,"0-40","Private","200-400","0-7",1,"Sedan","no","0-15",0,"No","0","0-50","No","25-40","25-40M",0,"6-12","0-100","M","No","No","Professional","High School","0-250","0-8","Urban",31
0,"40-80","Commercial","200-400","0-7",1,"Pickup","no","0-15",1,"No","6","0-50","No","41-60","41-60F",0,"12-18","0-100","F","Yes","No","Blue Collar","High School","250-500","0-8","Urban",46
0,"0-40","Commercial","200-400","0-7",1,"Panel Truck","no","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Manager","Bachelors","0-250","8-16","Urban",39
0,"0-40","Private","0-200","7-14",1,"Pickup","yes","0-15",0,"No","0","0-50","No","25-40","25-40M",3,"6-12","0-100","M","No","Yes","Manager","Bachelors","0-250","8-16","Urban",37
0,"0-40","Private","0-200","7-14",1,"Sedan","yes","0-15",3,"No","4","0-50","Yes","25-40","25-40M",1,"6-12","0-100","M","Yes","No","Clerical","<High School","0-250","0-8","Highly Urban",32
0,"0-40","Private","200-400","0-7",2,"Sedan","yes","0-15",0,"No","2","0-50","Yes","25-40","25-40M",2,"6-12","0-100","M","No","Yes","Manager","Bachelors","0-250","8-16","Urban",33
0,"40-80","Private","0-200","7-14",3,"Sedan","yes","0-15",2,"No","1","0-50","No","41-60","41-60M",0,"6-12","200-300","M","No","No","Doctor","PhD","500-750","8-16","Highly Urban",56
0,"40-80","Private","0-200","7-14",4,"Sports Car","no","0-15",0,"No","0","0-50","No","25-40","25-40F",0,"6-12","0-100","F","No","No","Clerical","<High School","0-250","0-8","Highly Urban",30
0,"0-40","Private","0-200","7-14",4,"SUV","no","0-15",0,"No","0","0-50","No","25-40","25-40F",0,"6-12","0-100","F","No","No","Clerical","High School","0-250","0-8","Highly Rural",33
0,"0-40","Commercial","0-200","7-14",1,"Pickup","yes","0-15",0,"No","0","0-50","No","25-40","25-40M",2,"6-12","0-100","M","No","Yes","Clerical","Bachelors","0-250","8-16","Highly Rural",35
0,"0-40","Private","0-200","7-14",1,"Sedan","no","0-15",0,"No","0","0-50","No","41-60","41-60F",0,"12-18","0-100","F","Yes","No","Home Maker","High School","0-250","8-16","Rural",46
0,"40-80","Private","0-200","0-7",1,"Pickup","no","0-15",0,"Yes","1","0-50","Yes","41-60","41-60M",0,"12-18","0-100","M","No","No","Clerical","High School","0-250","0-8","Urban",39
0,"40-80","Private","0-200","0-7",1,"Pickup","yes","0-15",1,"No","0","0-50","No","41-60","41-60M",0,"6-12","100-200","M","No","No","Lawyer","Masters","250-500","8-16","Urban",37
0,"0-40","Private","0-200","7-14",2,"Pickup","yes","0-15",0,"Yes","0","0-50","No","41-60","41-60M",0,"12-18","0-100","M","Yes","No","Clerical","High School","0-250","8-16","Urban",43
0,"0-40","Commercial","200-400","7-14",1,"Pickup","no","0-15",0,"No","1","0-50","No","41-60","41-60F",0,"6-12","0-100","F","Yes","No","Home Maker","Bachelors","0-250","8-16","Rural",56
0,"0-40","Commercial","0-200","0-7",1,"Sedan","no","0-15",0,"No","0","0-50","No","25-40","25-40M",3,"12-18","100-200","M","Yes","No","Blue Collar","Bachelors","250-500","8-16","Urban",29
0,"0-40","Private","0-200","14-21",2,"Pickup","no","0-15",2,"No","0","0-50","No","25-40","25-40M",2,"12-18","0-100","M","No","Yes","Professional","High School","250-500","0-8","Urban",33
0,"40-80","Private","0-200","7-14",2,"SUV","no","0-15",0,"No","4","0-50","No","41-60","41-60F",0,"6-12","100-200","F","Yes","No","Manager","High School","250-500","0-8","Urban",41
0,"0-40","Commercial","200-400","0-7",2,"Pickup","no","0-15",0,"No","0","0-50","No","41-60","41-60F",0,"6-12","100-200","F","Yes","No","","PhD","250-500","8-16","Urban",42
0,"40-80","Commercial","200-400","0-7",1,"Sports Car","no","0-15",0,"No","1","0-50","No","41-60","41-60F",0,"12-18","100-200","F","Yes","No","Blue Collar","Bachelors","500-750","8-16","Urban",47
0,"40-80","Private","0-200","0-7",1,"Sports Car","no","0-15",0,"Yes","0","0-50","No","41-60","41-60F",0,"6-12","100-200","F","No","No","Doctor","PhD","0-250","16-24","Urban",41
2,"0-40","Private","0-200","7-14",1,"SUV","no","15-30",2,"No","0","0-50","No","41-60","41-60F",2,"0-6","0-100","F","Yes","No","Home Maker","Bachelors","0-250","0-8","Highly Urban",40
0,"0-40","Commercial","200-400","0-7",3,"Panel Truck","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"12-18","0-100","M","Yes","No","Clerical","Bachelors","0-250","8-16","Urban",45
0,"0-40","Commercial","200-400","0-7",3,"Panel Truck","yes","30-45",4,"Yes","3","0-50","No","41-60","41-60M",0,"12-18","0-100","M","Yes","No","Clerical","High School","0-250","8-16","Highly Urban",45
0,"0-40","Private","0-200","0-7",1,"Sedan","no","0-15",0,"No","2","0-50","No","41-60","41-60M",0,"6-12","0-100","M","No","No","Professional","Bachelors","0-250","0-8","Urban",40
0,"0-40","Commercial","0-200","0-7",2,"Pickup","yes","0-15",2,"No","2","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Blue Collar","High School","0-250","0-8","Urban",47
0,"0-40","Private","0-200","0-7",1,"SUV","no","0-15",0,"No","1","0-50","No","41-60","41-60F",0,"0-6","0-100","F","No","No","Home Maker","High School","0-250","0-8","Highly Rural",43
0,"0-40","Commercial","0-200","0-7",1,"SUV","no","0-15",0,"Yes","2","0-50","No","41-60","41-60F",0,"12-18","0-100","F","Yes","No","Student","High School","0-250","0-8","Highly Rural",51
0,"0-40","Private","0-200","7-14",1,"Sports Car","no","0-15",3,"No","5","0-50","No","25-40","25-40F",0,"6-12","0-100","F","No","No","Professional","Bachelors","0-250","8-16","Urban",37
0,"40-80","Private","0-200","0-7",1,"Pickup","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"0-6","0-100","M","Yes","No","Home Maker","Bachelors","0-250","16-24","Highly Rural",51
0,"0-40","Commercial","0-200","0-7",2,"SUV","no","0-15",0,"No","1","0-50","No","41-60","41-60F",0,"0-6","100-200","F","Yes","No","Blue Collar","Bachelors","250-500","0-8","Urban",52
0,"0-40","Private","0-200","0-7",2,"SUV","no","0-15",0,"No","1","0-50","No","41-60","41-60F",0,"0-6","100-200","F","Yes","No","Blue Collar","<High School","250-500","0-8","Highly Rural",51
0,"0-40","Private","0-200","0-7",1,"Sedan","no","0-15",1,"No","6","0-50","No","41-60","41-60M",0,"12-18","0-100","M","No","No","Blue Collar","<High School","0-250","0-8","Urban",52
0,"0-40","Private","0-200","0-7",2,"Pickup","yes","0-15",1,"No","8","0-50","No","25-40","25-40M",2,"12-18","100-200","M","Yes","No","Manager","High School","250-500","0-8","Urban",38
0,"0-40","Private","200-400","7-14",2,"Sedan","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",2,"12-18","100-200","M","Yes","No","Manager","High School","250-500","0-8","Urban",40
0,"0-40","Commercial","200-400","0-7",1,"SUV","no","0-15",2,"No","6","0-50","Yes","25-40","25-40F",2,"12-18","100-200","F","No","Yes","Blue Collar","Bachelors","0-250","8-16","Highly Urban",36
0,"0-40","Commercial","0-200","0-7",1,"Pickup","yes","15-30",1,"Yes","1","0-50","Yes","41-60","41-60M",0,"6-12","0-100","M","No","No","Clerical","High School","0-250","8-16","Urban",48
0,"40-80","Commercial","0-200","0-7",1,"Pickup","yes","0-15",0,"No","2","0-50","Yes","25-40","25-40M",2,"6-12","0-100","M","No","Yes","Student","Bachelors","0-250","8-16","Highly Urban",35
0,"0-40","Private","200-400","0-7",1,"Sports Car","yes","0-15",0,"No","1","0-50","No",">60",">60M",0,"12-18","0-100","M","Yes","No","Doctor","PhD","250-500","8-16","Urban",60
0,"0-40","Commercial","200-400","0-7",1,"Sports Car","no","0-15",1,"No","6","0-50","No","41-60","41-60F",0,"12-18","0-100","F","Yes","No","Blue Collar","High School","0-250","0-8","Urban",43
0,"0-40","Private","0-200","0-7",2,"Pickup","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"12-18","0-100","M","No","No","Doctor","PhD","0-250","16-24","Urban",49
0,"0-40","Private","0-200","7-14",1,"Pickup","no","0-15",0,"Yes","0","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Lawyer","Masters","0-250","16-24","Urban",45
0,"40-80","Commercial","200-400","0-7",1,"Panel Truck","yes","0-15",1,"No","1","0-50","Yes","41-60","41-60M",0,"12-18","0-100","M","Yes","No","Professional","Bachelors","0-250","8-16","Highly Urban",47
0,"0-40","Commercial","0-200","0-7",1,"Pickup","yes","0-15",0,"No","7","0-50","Yes","41-60","41-60M",0,"6-12","0-100","M","No","No","Clerical","Bachelors","0-250","0-8","Urban",42
0,"0-40","Private","200-400","7-14",1,"SUV","no","0-15",0,"No","0","0-50","No","25-40","25-40F",2,"12-18","0-100","F","No","Yes","Student","<High School","0-250","0-8","Highly Rural",38
0,"0-40","Commercial","0-200","7-14",2,"Sedan","no","0-15",4,"No","2","0-50","Yes","41-60","41-60M",2,"12-18","0-100","M","No","Yes","Blue Collar","High School","0-250","8-16","Urban",39
0,"0-40","Private","0-200","0-7",2,"Sedan","yes","0-15",0,"No","1","0-50","No","41-60","41-60M",0,"12-18","100-200","M","Yes","No","Professional","Masters","250-500","8-16","Rural",50
1,"0-40","Private","0-200","0-7",2,"SUV","no","0-15",0,"No","2","0-50","No","41-60","41-60F",2,"6-12","0-100","F","Yes","No","Clerical","Bachelors","0-250","16-24","Rural",39
0,"40-80","Private","200-400","0-7",3,"Sports Car","no","0-15",0,"No","0","0-50","No","41-60","41-60F",0,"6-12","0-100","F","Yes","No","Lawyer","Masters","0-250","16-24","Highly Rural",45
0,"40-80","Private","200-400","0-7",3,"Sedan","no","0-15",0,"No","1","0-50","No","41-60","41-60F",0,"6-12","0-100","F","Yes","No","Lawyer","Masters","0-250","16-24","Highly Rural",45
0,"40-80","Private","0-200","7-14",3,"SUV","no","0-15",0,"No","3","0-50","No","41-60","41-60F",0,"6-12","0-100","F","Yes","No","Lawyer","Masters","0-250","16-24","Highly Rural",45
0,"0-40","Private","0-200","0-7",1,"Sports Car","no","0-15",0,"No","3","0-50","No",">60",">60F",0,"12-18","0-100","F","No","No","Doctor","PhD","0-250","8-16","Urban",65
0,"80-120","Private","0-200","0-7",1,"SUV","no","0-15",0,"No","0","0-50","No","41-60","41-60F",0,"6-12","0-100","F","Yes","No","Clerical","<High School","0-250","8-16","Rural",49
3,"0-40","Commercial","200-400","0-7",1,"Panel Truck","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",3,"12-18","0-100","M","Yes","No","Clerical","Bachelors","0-250","8-16","Rural",41
0,"40-80","Private","0-200","0-7",1,"Sedan","yes","0-15",0,"No","2","0-50","No","41-60","41-60M",0,"12-18","0-100","M","No","No","Clerical","High School","0-250","8-16","Rural",52
0,"0-40","Private","0-200","0-7",2,"SUV","no","0-15",0,"Yes","3","0-50","No","25-40","25-40F",0,"6-12","0-100","F","Yes","No","Lawyer","Masters","0-250","8-16","Highly Urban",35
0,"0-40","Private","0-200","0-7",2,"SUV","no","0-15",3,"No","1","0-50","No","25-40","25-40F",0,"6-12","100-200","F","Yes","No","Lawyer","Masters","0-250","16-24","Urban",39
0,"0-40","Private","0-200","0-7",1,"SUV","no","0-15",2,"No","2","0-50","No","41-60","41-60F",0,"12-18","0-100","F","Yes","No","Manager","Bachelors","250-500","8-16","Urban",47
0,"40-80","Commercial","200-400","0-7",1,"Panel Truck","yes","0-15",4,"No","6","0-50","No","41-60","41-60M",0,"6-12","0-100","M","No","No","","Masters","0-250","16-24","Urban",39
0,"0-40","Private","0-200","0-7",1,"Pickup","no","0-15",0,"No","2","0-50","No","41-60","41-60M",0,"12-18","0-100","M","Yes","No","Clerical","High School","0-250","0-8","Highly Urban",41
0,"0-40","Commercial","0-200","14-21",1,"SUV","no","0-15",0,"No","0","0-50","No","25-40","25-40F",1,"6-12","0-100","F","No","Yes","Blue Collar","Bachelors","0-250","0-8","Highly Urban",33
0,"0-40","Private","200-400","0-7",2,"Sedan","no","0-15",0,"No","0","0-50","No","25-40","25-40F",0,"12-18","0-100","F","No","No","","Masters","0-250","8-16","Urban",29
0,"0-40","Private","0-200","7-14",1,"Sedan","yes","0-15",0,"No","0","0-50","Yes","41-60","41-60M",0,"12-18","0-100","M","Yes","No","Professional","High School","250-500","8-16","Highly Urban",39
0,"40-80","Private","0-200","0-7",3,"Sports Car","no","0-15",0,"Yes","5","0-50","No",">60",">60F",0,"6-12","0-100","F","Yes","No","Lawyer","Masters","0-250","8-16","Highly Urban",58
0,"0-40","Private","200-400","0-7",3,"Sedan","no","0-15",1,"No","3","0-50","No",">60",">60F",0,"6-12","0-100","F","Yes","No","Lawyer","Masters","0-250","8-16","Rural",61
0,"0-40","Private","0-200","0-7",3,"Sports Car","no","0-15",0,"No","0","0-50","No",">60",">60F",0,"6-12","0-100","F","Yes","No","Lawyer","Masters","0-250","0-8","Urban",61
1,"0-40","Private","0-200","0-7",2,"Van","no","0-15",0,"Yes","0","0-50","Yes","41-60","41-60M",2,"6-12","0-100","M","No","Yes","Clerical","High School","0-250","8-16","Highly Urban",41
0,"0-40","Private","0-200","0-7",1,"Sedan","yes","30-45",1,"Yes","0","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Doctor","PhD","0-250","8-16","Highly Urban",44
0,"0-40","Private","0-200","7-14",2,"Sports Car","no","0-15",0,"No","0","0-50","No","41-60","41-60F",2,"6-12","0-100","F","No","Yes","Clerical","<High School","0-250","0-8","Rural",41
0,"0-40","Private","200-400","7-14",2,"Sedan","no","0-15",0,"No","0","0-50","No","41-60","41-60F",0,"6-12","0-100","F","No","No","Manager","Masters","0-250","16-24","Urban",38
0,"40-80","Commercial","0-200","0-7",2,"Pickup","no","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"0-6","0-100","M","No","No","Student","<High School","0-250","0-8","Rural",41
2,"0-40","Commercial","0-200","7-14",1,"Sedan","yes","0-15",0,"No","4","0-50","Yes","41-60","41-60M",2,"0-6","0-100","M","Yes","No","Student","Bachelors","0-250","0-8","Highly Urban",38
0,"40-80","Commercial","200-400","0-7",1,"Van","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",3,"12-18","0-100","M","Yes","No","Clerical","High School","250-500","0-8","Highly Rural",41
0,"80-120","Commercial","200-400","0-7",1,"Panel Truck","no","0-15",2,"No","5","0-50","Yes","41-60","41-60M",0,"12-18","0-100","M","Yes","No","Blue Collar","<High School","0-250","0-8","Highly Urban",35
0,"0-40","Commercial","200-400","7-14",1,"Van","no","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Professional","Bachelors","0-250","0-8","Rural",56
0,"0-40","Private","0-200","0-7",1,"Sports Car","no","45-60",1,"No","3","0-50","Yes","41-60","41-60F",0,"12-18","200-300","F","Yes","No","Manager","PhD","500-750","8-16","Urban",50
2,"0-40","Private","0-200","0-7",2,"Sedan","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",2,"0-6","0-100","M","Yes","No","Student","<High School","0-250","0-8","Highly Urban",38
0,"0-40","Commercial","0-200","0-7",1,"Sports Car","no","0-15",1,"No","8","0-50","Yes",">60",">60F",0,"12-18","0-100","F","Yes","No","Student","High School","0-250","8-16","Urban",64
0,"40-80","Commercial","200-400","0-7",2,"Panel Truck","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"6-12","0-100","M","No","No","Blue Collar","Bachelors","0-250","8-16","Rural",51
0,"0-40","Private","0-200","7-14",1,"SUV","no","0-15",0,"No","0","0-50","No","25-40","25-40F",1,"12-18","0-100","F","Yes","No","Blue Collar","Bachelors","0-250","0-8","Highly Urban",32
0,"0-40","Commercial","0-200","7-14",2,"SUV","no","0-15",0,"No","0","0-50","Yes","25-40","25-40F",0,"12-18","0-100","F","No","No","Blue Collar","High School","0-250","8-16","Urban",33
0,"0-40","Commercial","0-200","7-14",2,"SUV","no","30-45",1,"Yes","4","0-50","Yes","25-40","25-40F",3,"6-12","0-100","F","No","Yes","Student","Bachelors","0-250","8-16","Urban",23
0,"0-40","Commercial","200-400","7-14",2,"Sports Car","no","0-15",3,"No","7","0-50","Yes","25-40","25-40F",3,"6-12","0-100","F","No","Yes","Student","Bachelors","0-250","8-16","Urban",24
0,"0-40","Private","0-200","7-14",1,"Sedan","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"12-18","0-100","M","No","No","Professional","Bachelors","0-250","8-16","Urban",48
0,"40-80","Private","0-200","0-7",1,"SUV","yes","0-15",3,"No","7","0-50","Yes","16-24","16-24F",0,"0-6","0-100","F","Yes","No","Home Maker","High School","0-250","8-16","Urban",13
0,"0-40","Private","0-200","0-7",1,"SUV","no","0-15",0,"No","3","0-50","Yes","25-40","25-40F",3,"12-18","0-100","F","No","Yes","Lawyer","Masters","0-250","16-24","Highly Urban",40
0,"40-80","Commercial","200-400","7-14",2,"Sedan","yes","0-15",0,"No","0","0-50","No","41-60","41-60M",0,"6-12","0-100","M","Yes","No","Blue Collar","High School","0-250","0-8","Highly Urban",40
0,"40-80","Private","0-200","7-14",1,"Sports Car","no","0-15",0,"No","1","0-50","No",">60",">60F",0,"12-18","0-100","F","No","No","Student","Bachelors","0-250","8-16","Urban",72
