"KIDSDRIV","PLCYDATE","TRAVTIME","CAR_USE","BLUEBOOK","INITDATE","RETAINED","NPOLICY","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CLM_AMT","CLM_DATE","CLM_FLAG","BIRTH","AGE","AGE.GENDER","HOMEKIDS","YOJ","INCOME","GENDER","MARRIED","PARENT1","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","DENSITY","YEARQTR"
0,1994-07-04,90,"Private","$4070 ",1994-06-24,1,2,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1945-07-13,"41-60","41-60F",0,3,"","F","No","No","Clerical","High School","$0 ",6,"Urban","1994Q3"
2,1998-06-29,62,"Commercial","$9820 ",1998-06-29,1,1,"Pickup","yes","$0 ",0,"No",0,"$0 ",NA,"No",1956-04-14,"41-60","41-60M",3,14,"$40158 ","M","No","Yes","Blue Collar","High School","$171950 ",NA,"Highly Rural","1998Q2"
0,1997-11-03,31,"Private","$5900 ",1997-11-16,1,3,"Pickup","no","$0 ",0,"No",0,"$0 ",NA,"No",1953-12-25,"41-60","41-60M",0,10,"$79627 ","M","Yes","No","Manager","Bachelors","$252862 ",10,"Urban","1997Q4"
0,1996-01-20,31,"Private","$6800 ",1985-01-10,11,2,"Pickup","yes","$0 ",0,"No",0,"$0 ",NA,"No",1946-01-27,"41-60","41-60M",0,0,"$0 ","M","Yes","No","Home Maker","Masters","$105085 ",14,"Urban","1996Q1"
0,1994-12-18,28,"Commercial","$7800 ",1991-12-19,3,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1936-03-29,">60",">60M",0,13,"$39508 ","M","Yes","No","Blue Collar","Bachelors","$192734 ",11,"Highly Urban","1994Q4"
0,1996-09-12,51,"Private","$11560 ",1996-08-16,1,5,"Sedan","no","$0 ",0,"No",1,"$0 ",NA,"No",1947-07-30,"41-60","41-60F",0,13,"$86756 ","F","Yes","No","Lawyer","Masters","$224768 ",9,"Highly Urban","1996Q3"
1,1993-11-15,24,"Commercial","$1500 ",1987-11-17,6,1,"Sedan","no","$5999 ",2,"Yes",6,"$5943 ",1994-02-07,"Yes",1963-09-18,"25-40","25-40M",2,12,"$82780 ","M","Yes","No","Blue Collar","High School","",5,"Highly Urban","1993Q4"
0,1997-04-07,9,"Commercial","$6200 ",1990-04-09,7,1,"Sports Car","no","$0 ",0,"No",0,"$0 ",NA,"No",1952-04-28,"41-60","41-60F",0,8,"$59135 ","F","No","No","Blue Collar","High School","$197231 ",10,"Urban","1997Q2"
0,1994-06-29,21,"Commercial","$23130 ",1990-06-30,4,1,"Panel Truck","no","$0 ",0,"No",0,"$0 ",NA,"No",1943-03-09,"41-60","41-60M",0,10,"$55722 ","M","Yes","No","Blue Collar","High School","$243285 ",1,"Highly Rural","1994Q2"
0,1997-03-28,43,"Commercial","$13530 ",1990-03-16,7,2,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1945-09-05,"41-60","41-60F",0,13,"$66334 ","F","No","No","Blue Collar","High School","$0 ",1,"Highly Rural","1997Q1"
0,1995-05-26,32,"Private","$9460 ",1991-05-27,4,1,"SUV","no","$8861 ",4,"No",5,"$0 ",NA,"No",1950-07-08,"41-60","41-60F",0,13,"$30644 ","F","Yes","No","Home Maker","PhD","$174753 ",10,"Highly Urban","1995Q2"
0,1996-04-06,19,"Private","$1500 ",1990-04-08,6,1,"Sedan","yes","$0 ",0,"No",2,"$0 ",NA,"No",1947-11-10,"41-60","41-60M",0,14,"$29264 ","M","No","No","Doctor","PhD","$0 ",20,"Urban","1996Q2"
0,1997-06-06,19,"Commercial","$12540 ",1997-06-06,1,1,"SUV","no","$0 ",0,"No",3,"$3398 ",1997-10-15,"Yes",1940-05-25,"41-60","41-60F",0,9,"$51425 ","F","Yes","No","Blue Collar","High School","$189235 ",1,"Highly Urban","1997Q2"
0,1998-02-23,47,"Private","$7210 ",1994-02-24,4,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1967-11-29,"25-40","25-40F",1,10,"$26119 ","F","Yes","No","Student","Bachelors","$0 ",8,"Urban","1998Q1"
0,1994-01-01,37,"Private","$18910 ",1993-12-30,1,2,"Van","yes","$0 ",0,"No",0,"$0 ",NA,"No",1947-05-20,"41-60","41-60M",0,12,"$78609 ","M","No","No","Professional","Bachelors","$281358 ",11,"Rural","1994Q1"
0,1993-12-22,37,"Private","$17520 ",1989-12-31,4,2,"Van","yes","$0 ",0,"No",0,"$0 ",NA,"No",1947-05-20,"41-60","41-60M",0,12,"$78609 ","M","No","No","Professional","Bachelors","$281358 ",11,"Rural","1993Q4"
0,1995-02-09,58,"Private","$20810 ",1989-03-04,6,2,"Sedan","no","$0 ",0,"No",0,"$2729 ",1995-02-20,"Yes",1945-07-28,"41-60","41-60F",0,11,"$127589 ","F","No","No","Lawyer","Masters","$0 ",15,"Highly Urban","1995Q1"
0,1995-09-15,43,"Private","$13290 ",1985-09-17,10,1,"SUV","no","$9667 ",1,"No",7,"$4312 ",1995-11-24,"Yes",1947-07-30,"41-60","41-60F",0,10,"$43539 ","F","Yes","No","Lawyer","Masters","$200883 ",16,"Highly Urban","1995Q3"
0,1997-12-20,5,"Private","$16330 ",1997-12-20,1,1,"Sedan","yes","$0 ",0,"Yes",2,"$0 ",NA,"No",1952-12-23,"41-60","41-60M",0,12,"$102271 ","M","No","No","Lawyer","Masters","$298214 ",22,"Highly Urban","1997Q4"
1,1995-06-13,5,"Commercial","$19980 ",1991-06-16,4,2,"Van","yes","$1310 ",2,"No",4,"$0 ",NA,"No",1957-10-30,"41-60","41-60M",3,13,"$58797 ","M","No","Yes","","PhD","$0 ",23,"Highly Urban","1995Q2"
0,1996-02-27,46,"Commercial","$11820 ",1987-03-01,9,1,"Pickup","no","$0 ",0,"No",0,"$0 ",NA,"No",1961-10-10,"25-40","25-40M",0,12,"$43720 ","M","Yes","No","Blue Collar","<High School","$203213 ",1,"Urban","1996Q1"
0,1996-03-24,49,"Private","$12900 ",1996-03-24,1,1,"Sedan","yes","$0 ",0,"No",2,"$0 ",NA,"No",1967-05-25,"25-40","25-40M",3,16,"$53770 ","M","Yes","No","Clerical","Bachelors","$183951 ",10,"Highly Urban","1996Q1"
0,1994-08-11,26,"Private","$14950 ",1987-08-13,7,1,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1944-02-26,"41-60","41-60M",0,12,"$81769 ","M","Yes","No","Blue Collar","High School","$295162 ",8,"Rural","1994Q3"
0,1993-07-17,50,"Private","$15740 ",1980-07-20,13,1,"Sedan","yes","$0 ",0,"No",2,"$0 ",NA,"No",1948-03-26,"41-60","41-60M",0,14,"$91428 ","M","Yes","No","Manager","Masters","$309772 ",9,"Urban","1993Q3"
0,1997-05-28,27,"Private","$15950 ",1988-05-30,9,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1951-04-29,"41-60","41-60F",0,13,"$96479 ","F","No","No","Manager","Masters","$287237 ",21,"Urban","1997Q2"
0,1995-10-03,33,"Commercial","$37550 ",1992-11-28,3,2,"Panel Truck","yes","$0 ",0,"No",2,"$19867 ",1996-06-24,"Yes",1947-03-05,"41-60","41-60M",0,12,"$112512 ","M","No","No","","PhD","$0 ",14,"Highly Urban","1995Q4"
0,1999-05-06,35,"Private","$11320 ",1995-05-07,4,1,"SUV","no","$0 ",0,"No",1,"$0 ",NA,"No",1958-10-11,"41-60","41-60F",0,10,"$98154 ","F","No","No","Professional","High School","$314175 ",4,"Rural","1999Q2"
1,1994-07-24,24,"Private","$5920 ",1990-07-21,4,2,"Sports Car","no","$0 ",0,"No",3,"$2827 ",1995-03-21,"Yes",1961-08-31,"25-40","25-40F",2,0,"$0 ","F","No","Yes","Home Maker","High School","$0 ",6,"Urban","1994Q3"
0,1996-01-31,52,"Private","$6700 ",1989-02-26,7,2,"Pickup","yes","$0 ",0,"No",0,"$0 ",NA,"No",1946-12-24,"41-60","41-60M",0,NA,"$114553 ","M","Yes","No","Lawyer","Masters","$355136 ",NA,"Rural","1996Q1"
2,1994-02-25,5,"Private","$26320 ",1978-03-01,16,1,"Sedan","yes","$0 ",0,"Yes",0,"$0 ",NA,"No",1962-05-07,"25-40","25-40M",3,9,"$41786 ","M","Yes","No","Blue Collar","Bachelors","$168932 ",8,"Urban","1994Q1"
0,1995-06-09,53,"Commercial","$16930 ",1988-06-10,7,1,"Van","no","$3204 ",2,"No",3,"$0 ",NA,"No",1948-11-02,"41-60","41-60M",0,NA,"$103328 ","M","Yes","No","Blue Collar","Bachelors","$323740 ",10,"Highly Urban","1995Q2"
0,1995-05-18,36,"Private","$7490 ",1991-05-18,4,2,"SUV","no","$9255 ",1,"No",5,"$0 ",NA,"No",1953-09-04,"41-60","41-60F",0,12,"","F","No","No","Professional","Bachelors","$355800 ",NA,"Urban","1995Q2"
0,1998-04-29,73,"Commercial","$30780 ",1983-05-20,15,2,"Pickup","no","$795 ",3,"No",2,"$0 ",NA,"No",1950-09-05,"41-60","41-60F",0,12,"$54691 ","F","No","No","","Masters","$198100 ",16,"Urban","1998Q2"
0,1993-09-09,26,"Private","$19570 ",1987-09-11,6,1,"Van","yes","$48993 ",1,"Yes",0,"$0 ",NA,"No",1945-07-16,"41-60","41-60M",0,9,"$276354 ","M","No","No","Manager","PhD","$0 ",10,"Urban","1993Q3"
0,1995-11-21,16,"Private","$22980 ",1984-11-23,11,1,"Sports Car","no","$0 ",0,"No",0,"$0 ",NA,"No",1944-06-02,"41-60","41-60F",0,5,"$159826 ","F","Yes","No","Manager","PhD","$444838 ",9,"Urban","1995Q4"
0,1996-12-19,19,"Private","$9210 ",1996-12-19,1,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1954-09-10,"41-60","41-60F",2,8,"$32097 ","F","Yes","No","Manager","PhD","",14,"Urban","1996Q4"
0,1995-07-08,32,"Private","$9920 ",1991-06-16,4,2,"SUV","no","$0 ",0,"No",4,"$0 ",NA,"No",1957-01-14,"41-60","41-60F",3,12,"$84185 ","F","Yes","No","Professional","Bachelors","$265289 ",7,"Highly Urban","1995Q3"
0,1996-08-22,17,"Commercial","$17930 ",1983-10-05,13,2,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1944-08-05,"41-60","41-60F",0,11,"$109258 ","F","Yes","No","Blue Collar","Bachelors","$359318 ",8,"Highly Urban","1996Q3"
0,1997-05-28,55,"Private","$6140 ",1997-05-28,1,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1953-08-03,"41-60","41-60F",0,5,"$393 ","F","No","No","Home Maker","High School","$127880 ",8,"Rural","1997Q2"
0,1996-10-09,58,"Commercial","$5100 ",1996-10-09,1,1,"SUV","no","$0 ",0,"No",3,"$4363 ",1996-10-21,"Yes",1963-04-22,"25-40","25-40F",3,0,"$0 ","F","Yes","No","Student","Bachelors","$0 ",10,"Highly Urban","1996Q4"
0,1994-03-13,59,"Commercial","$19510 ",1991-03-14,3,1,"Van","no","$0 ",0,"No",1,"$0 ",NA,"No",1951-07-06,"41-60","41-60M",0,15,"$35565 ","M","Yes","No","Blue Collar","High School","$186229 ",NA,"Rural","1994Q1"
0,1996-06-01,5,"Private","$13650 ",1979-06-06,17,1,"SUV","no","$7062 ",3,"No",0,"$1158 ",1997-03-22,"Yes",1950-10-15,"41-60","41-60F",0,13,"$55447 ","F","No","No","Blue Collar","<High School","$0 ",1,"Highly Urban","1996Q2"
0,1997-10-29,38,"Private","$13970 ",1991-11-28,6,3,"Sedan","no","$0 ",0,"No",1,"$0 ",NA,"No",1954-01-04,"41-60","41-60M",0,14,"$66809 ","M","Yes","No","Lawyer","Masters","$246682 ",11,"Urban","1997Q4"
0,1995-02-28,23,"Private","$28260 ",1989-03-01,6,1,"Sports Car","no","$9298 ",2,"No",3,"$0 ",NA,"No",1961-01-13,"25-40","25-40F",3,8,"$83458 ","F","No","Yes","Manager","Bachelors","$232182 ",9,"Urban","1995Q1"
0,1994-08-25,29,"Commercial","$7300 ",1990-08-26,4,1,"Pickup","yes","$3485 ",3,"No",8,"$0 ",NA,"No",1941-08-03,"41-60","41-60M",0,0,"$0 ","M","Yes","No","Student","High School","$0 ",1,"Rural","1994Q3"
0,1997-10-21,5,"Private","$31830 ",1994-09-23,3,2,"Sedan","no","$0 ",0,"No",2,"$0 ",NA,"No",1943-05-02,"41-60","41-60F",0,NA,"$119361 ","F","Yes","No","Manager","Bachelors","$396499 ",11,"Urban","1997Q4"
0,1996-09-15,39,"Private","$16390 ",1990-09-17,6,1,"SUV","no","$4601 ",3,"No",0,"$5013 ",1996-11-01,"Yes",1957-08-27,"41-60","41-60F",0,7,"$155570 ","F","No","No","Doctor","PhD","$0 ",13,"Urban","1996Q3"
0,1995-12-09,5,"Commercial","$11510 ",1985-12-11,10,1,"Pickup","yes","$3079 ",3,"No",0,"$0 ",NA,"No",1964-03-08,"25-40","25-40M",1,12,"$77126 ","M","Yes","No","Manager","High School","$242001 ",1,"Urban","1995Q4"
0,1998-07-26,30,"Private","$9550 ",1995-07-27,3,1,"SUV","no","$8589 ",3,"No",3,"$0 ",NA,"No",1970-06-12,"25-40","25-40F",3,17,"$51529 ","F","Yes","No","Professional","Bachelors","$177583 ",13,"Highly Urban","1998Q3"
0,1995-12-02,88,"Private","$22420 ",1991-11-14,4,3,"Van","yes","$0 ",0,"No",0,"$0 ",NA,"No",1941-02-10,"41-60","41-60M",0,13,"$86647 ","M","Yes","No","Professional","Bachelors","$310620 ",1,"Highly Urban","1995Q4"
0,1997-11-02,35,"Private","$18560 ",1997-11-12,1,3,"Sedan","yes","$0 ",0,"No",0,"$7369 ",1998-05-12,"Yes",1939-02-11,"41-60","41-60M",0,13,"$60432 ","M","Yes","No","Professional","Bachelors","$235070 ",10,"Rural","1997Q4"
0,1995-12-28,52,"Commercial","$26560 ",1995-12-28,1,1,"Panel Truck","yes","$0 ",0,"No",3,"$3627 ",1996-06-17,"Yes",1956-02-07,"41-60","41-60M",0,13,"$37214 ","M","Yes","No","Blue Collar","<High School","",1,"Highly Urban","1995Q4"
0,1996-11-01,54,"Private","$10400 ",1992-09-29,4,2,"Sedan","no","$21205 ",2,"No",1,"$0 ",NA,"No",1959-02-02,"25-40","25-40F",0,11,"$4404 ","F","No","No","Home Maker","Masters","$0 ",17,"Urban","1996Q4"
0,1997-09-23,40,"Private","$11050 ",1986-10-01,11,2,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1958-02-02,"41-60","41-60F",0,11,"$48022 ","F","No","No","Home Maker","Masters","$0 ",18,"Urban","1997Q3"
0,1993-09-22,5,"Private","$1500 ",1987-10-26,6,2,"SUV","no","$5886 ",1,"No",0,"$2222 ",1993-12-07,"Yes",1951-11-20,"41-60","41-60F",0,0,"$0 ","F","No","No","Student","<High School","$0 ",NA,"Highly Urban","1993Q3"
0,1993-11-26,5,"Private","$6200 ",1982-10-27,11,2,"Sports Car","no","$5479 ",1,"No",0,"$0 ",NA,"No",1951-11-20,"41-60","41-60F",0,0,"$0 ","F","No","No","Student","<High School","$0 ",NA,"Highly Urban","1993Q4"
0,1997-11-11,30,"Commercial","$4300 ",1997-11-11,1,1,"Sedan","yes","$6905 ",1,"No",0,"$2493 ",1998-03-05,"Yes",1971-03-01,"25-40","25-40M",4,0,"$0 ","M","No","Yes","Student","Bachelors","$0 ",13,"Urban","1997Q4"
0,1998-07-24,29,"Private","$19090 ",1991-07-26,7,1,"Sports Car","no","$0 ",0,"No",0,"$0 ",NA,"No",1961-11-18,"25-40","25-40F",0,10,"$138854 ","F","Yes","No","Professional","Masters","$410049 ",14,"Highly Urban","1998Q3"
0,1995-08-30,27,"Private","$18170 ",1995-08-16,1,2,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1960-09-28,"25-40","25-40F",0,12,"$40177 ","F","Yes","No","Professional","Masters","$120876 ",9,"Highly Urban","1995Q3"
1,1995-04-22,40,"Private","$13910 ",1974-04-27,21,1,"Sedan","no","$0 ",0,"No",3,"$0 ",NA,"No",1954-12-07,"41-60","41-60M",2,15,"$80140 ","M","Yes","No","Professional","Masters","$233009 ",15,"Highly Urban","1995Q2"
0,1998-08-11,20,"Private","$5500 ",1998-08-11,1,1,"Sports Car","no","$6999 ",3,"No",2,"$0 ",NA,"No",1959-06-23,"25-40","25-40F",0,11,"$76548 ","F","Yes","No","Professional","Bachelors","$214584 ",11,"Urban","1998Q3"
0,1997-03-07,55,"Private","$15360 ",1981-12-30,15,2,"Sedan","yes","$5117 ",2,"No",7,"$3397 ",1997-04-23,"Yes",1973-12-01,"25-40","25-40M",2,14,"$18159 ","M","Yes","No","Clerical","High School","$87400 ",1,"Urban","1997Q1"
1,1996-05-24,28,"Private","$22500 ",1985-06-08,11,5,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1955-06-09,"41-60","41-60F",1,12,"$19237 ","F","Yes","No","Clerical","<High School","$129516 ",5,"Highly Urban","1996Q2"
0,1994-07-26,98,"Private","$9500 ",1994-06-25,1,5,"Sedan","yes","$0 ",0,"No",0,"$0 ",NA,"No",1954-06-09,"41-60","41-60F",1,12,"$38639 ","F","Yes","No","Clerical","High School","$151007 ",9,"Rural","1994Q3"
1,1996-06-08,28,"Private","$9860 ",1996-06-05,1,5,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1952-06-09,"41-60","41-60M",0,12,"$32992 ","M","Yes","No","Clerical","High School","$143769 ",7,"Highly Rural","1996Q2"
1,1997-05-28,18,"Private","$21130 ",1994-06-06,3,5,"Pickup","no","$0 ",0,"No",0,"$0 ",NA,"No",1952-06-09,"41-60","41-60M",0,12,"$32992 ","M","Yes","No","Clerical","High School","$143769 ",7,"Highly Rural","1997Q2"
0,1998-02-27,55,"Private","$8160 ",1998-02-11,1,2,"SUV","no","$6836 ",3,"No",0,"$0 ",NA,"No",1955-12-21,"41-60","41-60F",0,12,"","F","No","No","Manager","Bachelors","$179229 ",6,"Urban","1998Q1"
0,1994-12-04,38,"Commercial","$36390 ",1988-12-05,6,1,"Panel Truck","yes","$0 ",0,"No",1,"$5455 ",1994-12-27,"Yes",1956-08-22,"41-60","41-60M",0,9,"$215536 ","M","Yes","No","","PhD","$525566 ",13,"Urban","1994Q4"
0,1993-09-22,34,"Private","$22240 ",1993-09-22,1,1,"Pickup","no","$0 ",0,"No",1,"$0 ",NA,"No",1949-07-08,"41-60","41-60F",0,5,"$45070 ","F","Yes","No","Blue Collar","<High School","$171265 ",1,"Urban","1993Q3"
0,1995-08-11,5,"Commercial","$19410 ",1992-08-11,3,1,"Van","yes","$922 ",2,"No",4,"$0 ",NA,"No",1966-09-01,"25-40","25-40M",1,12,"$45808 ","M","Yes","No","","Masters","$130901 ",NA,"Urban","1995Q3"
0,1998-01-04,11,"Private","$10710 ",1991-12-08,6,2,"Pickup","yes","$0 ",0,"No",0,"$0 ",NA,"No",1946-11-07,"41-60","41-60M",0,14,"$39095 ","M","Yes","No","Manager","High School","$197227 ",10,"Urban","1998Q1"
0,1997-02-17,38,"Private","$10440 ",1993-03-22,4,3,"Pickup","no","$0 ",0,"No",0,"$0 ",NA,"No",1958-02-01,"41-60","41-60M",0,11,"$85056 ","M","Yes","No","Lawyer","Masters","$270894 ",19,"Rural","1997Q1"
0,1998-06-13,15,"Commercial","$25460 ",1985-06-16,13,1,"Pickup","no","$0 ",0,"No",1,"$0 ",NA,"No",1967-12-09,"25-40","25-40F",1,12,"$77624 ","F","No","Yes","Manager","PhD","$0 ",8,"Urban","1998Q2"
2,1995-10-24,15,"Commercial","$19810 ",1989-10-25,6,1,"Van","yes","$0 ",0,"No",0,"$7692 ",1996-04-16,"Yes",1961-05-28,"25-40","25-40M",3,11,"$145073 ","M","Yes","No","","PhD","$406547 ",12,"Highly Urban","1995Q4"
1,1998-05-11,48,"Private","$5770 ",1994-05-30,4,2,"Pickup","yes","$0 ",0,"No",3,"$0 ",NA,"No",1959-05-01,"25-40","25-40M",3,15,"$2660 ","M","Yes","No","Student","<High School","$0 ",6,"Rural","1998Q2"
0,1998-08-06,11,"Private","$6820 ",1988-08-08,10,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1958-05-28,"41-60","41-60F",0,7,"$53202 ","F","No","No","Professional","Masters","$167495 ",1,"Urban","1998Q3"
0,1998-04-30,14,"Private","$8050 ",1985-05-03,13,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1956-02-04,"41-60","41-60F",3,14,"$22485 ","F","No","Yes","Blue Collar","<High School","$0 ",1,"Rural","1998Q2"
0,1996-05-20,5,"Commercial","$35630 ",1992-06-02,4,2,"Panel Truck","yes","$0 ",0,"No",0,"$0 ",NA,"No",1954-08-10,"41-60","41-60F",2,0,"$0 ","F","Yes","No","Home Maker","Bachelors","$61061 ",10,"Urban","1996Q2"
0,1998-01-06,16,"Commercial","$26770 ",1998-01-06,1,1,"Panel Truck","no","$0 ",0,"Yes",2,"$0 ",NA,"No",1942-12-05,"41-60","41-60M",0,9,"$132115 ","M","Yes","No","Manager","PhD","$373191 ",14,"Urban","1998Q1"
1,1998-03-31,55,"Commercial","$17900 ",1998-05-17,1,2,"Van","no","$0 ",0,"No",0,"$0 ",NA,"No",1960-01-11,"25-40","25-40M",1,12,"$70673 ","M","Yes","No","Blue Collar","High School","$223484 ",9,"Rural","1998Q1"
1,1998-04-19,55,"Commercial","$46990 ",1984-05-20,14,2,"Panel Truck","no","$0 ",0,"No",0,"$0 ",NA,"No",1960-01-11,"25-40","25-40M",1,12,"$70673 ","M","Yes","No","Blue Collar","High School","$223484 ",9,"Rural","1998Q2"
0,1994-12-21,25,"Private","$6800 ",1994-12-21,1,1,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1946-09-03,"41-60","41-60F",0,9,"$96093 ","F","Yes","No","Manager","Bachelors","$282737 ",14,"Urban","1994Q4"
0,1994-03-17,27,"Private","$13970 ",1987-03-11,7,2,"SUV","no","$0 ",0,"No",0,"$0 ",NA,"No",1952-11-17,"41-60","41-60F",0,8,"$28172 ","F","Yes","No","Home Maker","High School","$175173 ",1,"Highly Urban","1994Q1"
0,1993-06-12,72,"Commercial","$18050 ",1993-06-12,1,1,"Van","no","$0 ",0,"No",1,"$0 ",NA,"No",1958-12-23,"25-40","25-40M",0,11,"$23124 ","M","Yes","No","Blue Collar","<High School","",6,"Rural","1993Q2"
0,1994-04-15,35,"Private","$33220 ",1994-04-15,1,1,"Sedan","yes","$4678 ",3,"No",2,"$5084 ",1994-11-09,"Yes",1942-02-10,"41-60","41-60M",0,9,"$51060 ","M","No","No","Student","Bachelors","",8,"Highly Urban","1994Q2"
1,1998-06-12,8,"Private","$21340 ",1992-06-13,6,1,"Sedan","no","$0 ",0,"Yes",0,"$0 ",NA,"No",1955-11-22,"41-60","41-60F",2,10,"$155446 ","F","No","Yes","Manager","PhD","$0 ",15,"Urban","1998Q2"
0,1996-01-23,5,"Private","$19200 ",1993-01-23,3,1,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1951-01-14,"41-60","41-60F",0,11,"$129007 ","F","Yes","No","Lawyer","Masters","$320283 ",18,"Highly Urban","1996Q1"
0,1994-03-22,19,"Private","$22000 ",1987-03-24,7,1,"Sedan","no","$0 ",0,"No",0,"$0 ",NA,"No",1950-11-29,"41-60","41-60F",0,10,"$47606 ","F","No","No","Blue Collar","<High School","$186364 ",7,"Urban","1994Q1"
0,1996-01-01,36,"Private","$17230 ",1987-01-03,9,1,"Sedan","no","$4927 ",2,"No",6,"$0 ",NA,"No",1969-09-08,"25-40","25-40F",1,10,"$63425 ","F","No","Yes","Manager","High School","$222135 ",9,"Urban","1996Q1"
0,1998-11-30,88,"Private","$8270 ",1994-11-26,4,2,"SUV","no","$0 ",0,"Yes",1,"$0 ",NA,"No",1955-02-27,"41-60","41-60F",2,14,"$23683 ","F","Yes","No","Clerical","High School","$118863 ",1,"Highly Rural","1998Q4"
0,1998-12-08,22,"Private","$16860 ",1992-12-09,6,1,"Van","yes","$28158 ",2,"Yes",3,"$0 ",NA,"No",1941-10-07,"41-60","41-60M",0,10,"$46946 ","M","No","No","Lawyer","Masters","$247003 ",13,"Highly Urban","1998Q4"
1,1996-03-25,12,"Private","$5900 ",1996-03-25,1,1,"Sports Car","no","$0 ",0,"No",4,"$0 ",NA,"No",1955-07-12,"41-60","41-60F",3,9,"$4701 ","F","Yes","No","Student","High School","$0 ",11,"Highly Rural","1996Q1"
0,1998-07-30,48,"Private","$5120 ",1992-07-31,6,1,"SUV","no","$0 ",0,"Yes",0,"$0 ",NA,"No",1952-11-04,"41-60","41-60F",0,10,"$36229 ","F","No","No","Clerical","High School","$148633 ",1,"Highly Rural","1998Q3"
0,1993-08-15,21,"Commercial","$22740 ",1987-08-17,6,1,"Sports Car","no","$0 ",0,"No",4,"$1356 ",1993-09-05,"Yes",1944-07-02,"41-60","41-60F",0,14,"$70112 ","F","Yes","No","Blue Collar","High School","$284285 ",1,"Highly Urban","1993Q3"
0,1993-07-08,40,"Private","$20350 ",1987-07-10,6,1,"SUV","no","$0 ",0,"No",0,"$5147 ",1994-03-15,"Yes",1939-03-13,"41-60","41-60F",3,18,"$78936 ","F","Yes","No","Lawyer","Masters","$235670 ",15,"Urban","1993Q3"
0,1997-08-16,27,"Private","$14440 ",1997-08-16,1,1,"SUV","no","$0 ",0,"Yes",1,"$0 ",NA,"No",1960-12-09,"25-40","25-40F",1,10,"$91424 ","F","No","Yes","Professional","Bachelors","$247423 ",8,"Urban","1997Q3"
0,1998-02-12,18,"Private","$17590 ",1989-02-28,9,2,"SUV","no","$13154 ",1,"No",4,"$3801 ",1998-07-04,"Yes",1967-04-25,"25-40","25-40F",1,11,"$34660 ","F","No","Yes","Clerical","<High School","",7,"Highly Urban","1998Q1"
0,1996-08-17,29,"Commercial","$17360 ",1992-10-25,4,3,"Van","yes","$0 ",0,"No",6,"$0 ",NA,"No",1949-09-27,"41-60","41-60M",0,13,"$195523 ","M","No","No","","PhD","$0 ",11,"Highly Urban","1996Q3"
0,1996-04-02,29,"Commercial","$11370 ",1990-04-04,6,1,"Pickup","yes","$21229 ",2,"Yes",3,"$8727 ",1996-08-20,"Yes",1951-09-13,"41-60","41-60M",0,10,"$50655 ","M","No","No","Blue Collar","High School","",8,"Highly Urban","1996Q2"
3,1998-09-05,19,"Commercial","$27010 ",1998-09-05,1,1,"Panel Truck","yes","$3988 ",3,"No",3,"$0 ",NA,"No",1956-09-06,"41-60","41-60M",3,15,"$41394 ","M","Yes","No","Clerical","High School","$142306 ",9,"Urban","1998Q3"
0,1993-11-15,39,"Private","$25280 ",1993-10-28,1,2,"Pickup","no","$0 ",0,"No",2,"$0 ",NA,"No",1954-07-31,"41-60","41-60F",0,10,"","F","Yes","No","Home Maker","Bachelors","$202242 ",NA,"Highly Urban","1993Q4"
0,1997-09-26,33,"Commercial","$25840 ",1988-09-28,9,1,"Panel Truck","yes","$0 ",0,"No",2,"$0 ",NA,"No",1964-07-03,"25-40","25-40M",0,9,"$95536 ","M","No","No","Professional","Masters","$0 ",11,"Urban","1997Q3"
0,1998-03-17,16,"Commercial","$5800 ",1992-03-18,6,1,"Pickup","no","$35106 ",3,"No",8,"$0 ",NA,"No",1956-10-10,"41-60","41-60M",0,11,"","M","Yes","No","Manager","PhD","$406619 ",16,"Urban","1998Q1"
0,1995-07-14,17,"Private","$14590 ",1985-07-16,10,1,"Sedan","no","$0 ",0,"No",1,"$0 ",NA,"No",1949-11-20,"41-60","41-60F",0,NA,"$115666 ","F","No","No","Manager","Masters","$0 ",12,"Urban","1995Q3"
