"KIDSDRIV","TRAVTIME","CAR_USE","BLUEBOOK","RETAINED","NPOLICY","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CLM_AMT","CLM_FLAG","AGE","AGE.GENDER","HOMEKIDS","YOJ","INCOME","GENDER","MARRIED","PARENT1","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","DENSITY","AGE_YEARS","AGE_CAR"
0,5,"Private",13400,1,1,"Sedan","no",7496,2,"No",3,0,"No",">60",">60M",0,13,57977,"M","Yes","No","Manager","Masters",222551,12,"Urban",56,0
0,14,"Private",6400,4,2,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,12,52822,"M","No","No","Lawyer","Masters",0,12,"Highly Urban",39,4
0,65,"Private",8980,1,1,"Pickup","no",0,0,"No",0,0,"No","41-60","41-60M",0,14,59188,"M","No","No","Professional","High School",238256,1,"Urban",53,0
1,80,"Private",7420,10,3,"SUV","no",0,0,"No",2,0,"No","41-60","41-60F",2,14,44679,"F","Yes","No","Blue Collar","High School",154602,6,"Highly Urban",36,10
1,80,"Private",12410,7,3,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",2,14,11065,"F","Yes","No","Blue Collar","<High School",110907,8,"Highly Rural",39,7
0,28,"Commercial",26690,10,1,"Panel Truck","no",0,0,"No",0,0,"No","41-60","41-60M",0,11,69211,"M","Yes","No","Blue Collar","High School",204527,1,"Rural",57,10
1,36,"Private",9130,6,1,"Pickup","yes",0,0,"No",0,0,"No","41-60","41-60M",1,13,61610,"M","Yes","No","Student","High School",0,9,"Highly Rural",39,6
0,5,"Private",15480,4,1,"SUV","no",0,0,"No",0,5782,"Yes","41-60","41-60F",0,13,71779,"F","Yes","No","Manager","PhD",187108,12,"Urban",39,4
0,61,"Private",14760,1,4,"SUV","no",0,0,"No",3,2517,"Yes","41-60","41-60F",0,13,33519,"F","Yes","No","Clerical","Bachelors",232836,5,"Urban",54,0
0,61,"Private",22140,17,4,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,13,61610,"F","Yes","No","Clerical","Bachelors",232836,5,"Urban",54,17
0,12,"Commercial",14740,1,1,"Sedan","yes",6840,3,"No",6,0,"No","41-60","41-60M",3,0,0,"M","Yes","No","Student","High School",0,1,"Urban",43,0
0,59,"Commercial",32260,4,2,"Sedan","no",0,0,"No",0,0,"No","25-40","25-40F",3,15,130123,"F","Yes","No","Blue Collar","Bachelors",154602,7,"Highly Urban",36,4
0,55,"Private",19690,21,1,"Pickup","no",4528,2,"No",0,0,"No","25-40","25-40F",0,11,58820,"F","Yes","No","Clerical","Bachelors",181915,10,"Urban",34,21
0,31,"Private",18780,11,2,"SUV","no",0,0,"No",0,0,"No","41-60","41-60M",4,14,22225,"M","No","Yes","Clerical","<High School",103267,1,"Highly Rural",36,11
0,25,"Private",10790,4,1,"SUV","no",5304,4,"No",0,0,"No","25-40","25-40F",0,12,419,"F","Yes","No","Home Maker","PhD",94291,14,"Urban",40,4
0,13,"Commercial",18820,16,1,"Van","no",7848,1,"No",0,5102,"Yes","41-60","41-60M",0,10,68485,"M","No","No","Professional","Bachelors",228016,13,"Highly Urban",43,16
0,34,"Commercial",29620,3,1,"Sedan","no",0,0,"No",1,0,"No","25-40","25-40F",1,14,24736,"F","Yes","No","Blue Collar","High School",125297,1,"Highly Rural",32,3
0,23,"Private",7680,4,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,12,61754,"F","No","No","Lawyer","Masters",0,9,"Rural",56,4
0,33,"Private",27330,6,1,"Sports Car","no",0,0,"No",0,3925,"Yes","41-60","41-60F",0,12,77104,"F","No","No","Manager","Masters",0,14,"Urban",40,6
0,24,"Private",30130,4,1,"Sedan","no",0,0,"No",0,1874,"Yes","41-60","41-60F",0,0,0,"F","No","No","Home Maker","Masters",77453,15,"Urban",41,4
0,24,"Private",7670,10,1,"Pickup","yes",3158,3,"No",5,5759,"Yes","25-40","25-40M",0,13,23711,"M","No","No","Clerical","High School",0,9,"Urban",32,10
0,45,"Private",8500,6,1,"Pickup","no",9965,1,"No",9,0,"No","41-60","41-60M",0,6,61610,"M","Yes","No","Clerical","High School",106322,1,"Highly Urban",44,6
0,49,"Private",18010,4,1,"SUV","no",551,1,"No",4,0,"No","41-60","41-60F",2,8,49261,"F","No","Yes","Lawyer","Masters",154602,17,"Urban",44,4
0,14,"Private",17580,1,2,"SUV","no",0,0,"Yes",0,0,"No","25-40","25-40F",0,13,72242,"F","Yes","No","Professional","High School",212157,10,"Urban",40,0
0,16,"Private",26410,9,2,"Sedan","no",0,0,"Yes",0,0,"No","41-60","41-60F",0,14,86469,"F","Yes","No","Professional","Bachelors",227552,17,"Highly Urban",51,9
0,56,"Private",15290,1,1,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,10,88937,"M","Yes","No","Professional","Masters",276837,18,"Highly Urban",46,0
0,14,"Private",2230,7,1,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",0,15,7350,"F","Yes","No","Clerical","<High School",67463,1,"Highly Urban",31,7
0,32,"Private",13810,1,3,"SUV","no",5558,2,"No",9,6990,"Yes","41-60","41-60F",0,11,22470,"F","No","No","Student","<High School",0,5,"Urban",45,0
0,26,"Private",13340,14,3,"SUV","no",52465,1,"No",2,0,"No","41-60","41-60F",0,11,12169,"F","No","No","Student","<High School",0,4,"Highly Urban",49,14
0,18,"Private",10890,10,1,"SUV","no",0,0,"No",4,0,"No","25-40","25-40F",3,11,22010,"F","Yes","No","Clerical","<High School",136187,1,"Rural",25,10
0,67,"Commercial",13000,1,1,"Sports Car","no",0,0,"No",2,0,"No","25-40","25-40F",0,7,76837,"F","No","No","Blue Collar","Bachelors",250653,1,"Highly Rural",36,0
0,24,"Private",7000,3,2,"Pickup","yes",0,0,"No",0,0,"No","41-60","41-60M",0,14,55037,"M","Yes","No","Lawyer","Masters",215748,10,"Highly Urban",45,3
2,36,"Private",14330,17,1,"Sedan","no",0,0,"No",5,0,"No","41-60","41-60F",2,14,71033,"F","Yes","No","Clerical","Bachelors",219527,6,"Highly Urban",43,17
0,46,"Private",9960,1,1,"SUV","no",4646,2,"No",9,0,"No","25-40","25-40F",1,6,53633,"F","No","Yes","Professional","High School",183242,1,"Urban",31,0
0,52,"Private",13720,6,1,"Sedan","no",0,0,"No",0,0,"No","25-40","25-40F",4,16,687,"F","Yes","No","Student","<High School",0,8,"Urban",27,6
0,34,"Private",13250,1,2,"Sedan","yes",35363,1,"Yes",0,0,"No","25-40","25-40M",4,12,17453,"M","Yes","No","Clerical","<High School",143763,1,"Highly Urban",27,0
0,21,"Commercial",34790,4,2,"Panel Truck","yes",0,0,"No",3,0,"No","41-60","41-60M",0,10,71976,"M","No","No","Blue Collar","Bachelors",207191,11,"Urban",43,4
0,64,"Private",27550,1,1,"Pickup","no",0,0,"No",0,0,"No","41-60","41-60F",0,12,32354,"F","Yes","No","Home Maker","Bachelors",179566,10,"Highly Rural",51,0
0,24,"Private",14410,6,1,"Sedan","yes",0,0,"No",2,0,"No","41-60","41-60M",0,12,61610,"M","Yes","No","Lawyer","Masters",202773,12,"Urban",44,6
0,17,"Commercial",29160,10,3,"Panel Truck","yes",0,0,"No",0,0,"No","25-40","25-40M",1,11,86321,"M","No","Yes","","Masters",227138,24,"Urban",28,10
0,17,"Private",13430,1,3,"Sedan","yes",0,0,"No",4,0,"No","25-40","25-40M",1,10,86321,"M","No","Yes","","Masters",227138,24,"Urban",28,0
0,17,"Commercial",26750,1,3,"Panel Truck","yes",48873,2,"Yes",0,3949,"Yes","25-40","25-40M",1,10,86321,"M","No","Yes","","Masters",227138,24,"Urban",28,0
2,47,"Commercial",7130,1,1,"Pickup","no",0,0,"No",5,5475,"Yes","41-60","41-60F",2,11,4913,"F","No","Yes","Home Maker","High School",0,1,"Highly Urban",37,0
0,41,"Private",7340,1,2,"Sports Car","no",0,0,"No",0,0,"No","41-60","41-60F",0,10,61610,"F","Yes","No","Home Maker","<High School",51401,9,"Highly Urban",38,0
0,41,"Private",5800,7,2,"Sports Car","no",8834,1,"No",1,5727,"Yes","41-60","41-60F",0,10,61610,"F","Yes","No","Home Maker","<High School",51401,9,"Highly Urban",38,7
0,40,"Commercial",11790,10,2,"SUV","no",0,0,"No",1,0,"No","41-60","41-60F",2,10,102933,"F","Yes","No","Blue Collar","Bachelors",306714,8,"Highly Urban",42,10
0,44,"Private",16800,4,2,"Pickup","no",0,0,"No",1,0,"No","41-60","41-60F",2,10,67730,"F","Yes","No","Blue Collar","<High School",242148,1,"Rural",42,4
0,43,"Commercial",10950,9,1,"Pickup","yes",1050,3,"No",0,0,"No","41-60","41-60M",2,0,0,"M","Yes","No","Student","High School",0,1,"Rural",39,9
0,24,"Private",16580,4,1,"Van","no",27130,2,"No",0,0,"No","41-60","41-60M",0,10,30388,"M","No","No","Lawyer","Masters",0,13,"Urban",49,4
0,33,"Private",5200,6,2,"SUV","no",4327,3,"No",0,1304,"Yes","25-40","25-40F",0,10,0,"F","Yes","No","Home Maker","<High School",76867,8,"Highly Urban",31,6
0,11,"Commercial",10150,1,1,"Sedan","no",0,0,"No",0,0,"No","25-40","25-40F",3,13,55504,"F","No","Yes","Blue Collar","High School",0,1,"Highly Urban",29,0
0,47,"Commercial",28710,6,2,"Panel Truck","no",0,0,"No",0,0,"No","25-40","25-40M",0,12,86380,"M","Yes","No","Manager","Bachelors",154602,8,"Urban",28,6
0,10,"Private",21830,13,1,"Van","yes",0,0,"No",0,0,"No","25-40","25-40M",3,10,83156,"M","Yes","No","Professional","Bachelors",255687,6,"Urban",32,13
0,14,"Commercial",27840,1,2,"Sedan","no",0,0,"No",0,0,"No","25-40","25-40F",1,7,61610,"F","No","Yes","Blue Collar","High School",0,6,"Rural",39,0
0,52,"Private",15670,1,1,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,10,70241,"M","Yes","No","Manager","Bachelors",190629,6,"Urban",43,0
0,14,"Commercial",9940,4,2,"Pickup","yes",39710,1,"Yes",0,0,"No","41-60","41-60M",0,11,84435,"M","No","No","","PhD",291779,8,"Urban",50,4
0,20,"Private",17350,1,2,"Van","yes",0,0,"No",0,3591,"Yes","41-60","41-60M",0,12,64423,"M","No","No","Doctor","PhD",216645,16,"Urban",50,0
0,29,"Private",29960,4,1,"Pickup","no",7867,1,"No",5,0,"No","25-40","25-40F",3,10,29033,"F","Yes","No","Clerical","High School",181744,1,"Urban",33,4
0,14,"Private",5900,1,2,"Sedan","yes",0,0,"No",3,0,"No","41-60","41-60M",4,16,58069,"M","Yes","No","Blue Collar","<High School",190282,1,"Urban",41,0
0,14,"Private",7310,1,2,"Pickup","yes",0,0,"No",0,0,"No","41-60","41-60M",4,16,58069,"M","Yes","No","Blue Collar","<High School",154602,1,"Urban",41,0
0,31,"Commercial",19590,4,1,"Van","yes",0,0,"No",1,0,"No","41-60","41-60M",0,9,177380,"M","Yes","No","Manager","PhD",422429,12,"Urban",54,4
0,64,"Commercial",23360,6,2,"Panel Truck","yes",4963,3,"No",3,3745,"Yes","41-60","41-60M",0,11,51371,"M","Yes","No","Blue Collar","High School",208185,7,"Highly Urban",47,6
0,36,"Commercial",7930,6,1,"Pickup","yes",0,0,"No",0,0,"No","41-60","41-60M",0,10,29346,"M","Yes","No","Clerical","High School",141995,1,"Rural",39,6
0,38,"Commercial",22720,3,2,"Panel Truck","yes",1992,2,"No",6,5177,"Yes","25-40","25-40M",1,12,40095,"M","No","Yes","Clerical","High School",0,9,"Urban",20,3
0,70,"Private",11500,16,1,"Sedan","no",0,0,"No",0,0,"No","25-40","25-40F",1,10,0,"F","Yes","No","Home Maker","Bachelors",76582,1,"Urban",29,16
0,37,"Private",16900,5,1,"Van","no",37667,2,"Yes",1,0,"No","41-60","41-60M",0,12,103029,"M","No","No","Lawyer","Masters",0,13,"Highly Urban",51,5
0,22,"Private",5170,1,1,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",0,11,10568,"F","No","No","Clerical","<High School",0,3,"Urban",35,0
0,28,"Private",12200,13,1,"Sports Car","no",8216,3,"No",6,0,"No","25-40","25-40F",1,16,66987,"F","Yes","No","Manager","Bachelors",236897,11,"Urban",40,13
0,54,"Private",23340,1,2,"Sports Car","no",21838,2,"No",0,0,"No","41-60","41-60F",0,10,67923,"F","No","No","Manager","Bachelors",0,10,"Urban",52,0
0,60,"Private",8860,6,1,"Pickup","yes",7792,3,"No",3,3380,"Yes","41-60","41-60M",0,11,105198,"M","Yes","No","Manager","Masters",310110,17,"Urban",47,6
0,49,"Private",12730,10,1,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,13,66326,"M","No","No","Professional","Masters",273845,8,"Highly Urban",45,10
1,11,"Commercial",19320,7,2,"Van","no",0,0,"No",0,0,"No","25-40","25-40M",2,12,10287,"M","No","Yes","Blue Collar","<High School",154602,1,"Rural",37,7
0,36,"Commercial",31310,1,1,"Panel Truck","no",0,0,"No",0,0,"No","41-60","41-60M",0,6,120330,"M","Yes","No","Blue Collar","High School",154602,11,"Rural",48,0
0,16,"Private",20130,6,2,"Sedan","yes",0,0,"Yes",3,0,"No","16-24","16-24M",2,9,6284,"M","No","Yes","Clerical","<High School",0,1,"Urban",15,6
0,33,"Private",17300,10,2,"Van","yes",7026,1,"No",5,0,"No","16-24","16-24M",2,9,6284,"M","No","Yes","Clerical","<High School",0,5,"Urban",16,10
1,39,"Private",22070,3,1,"SUV","no",44668,1,"Yes",0,6003,"Yes","41-60","41-60F",2,11,96011,"F","No","Yes","Professional","Bachelors",320017,4,"Urban",38,3
0,59,"Private",22070,1,1,"Sedan","no",0,0,"No",0,6022,"Yes","41-60","41-60F",0,0,0,"F","No","No","Home Maker","<High School",60944,1,"Highly Urban",39,0
0,25,"Commercial",38290,3,2,"Panel Truck","no",14968,1,"Yes",1,8363,"Yes","41-60","41-60F",0,11,151979,"F","No","No","","PhD",395160,18,"Urban",47,3
1,28,"Commercial",21620,6,1,"Sedan","yes",6271,1,"No",0,0,"No","41-60","41-60M",2,12,46177,"M","Yes","No","Blue Collar","High School",159806,10,"Highly Urban",38,6
0,66,"Private",1500,1,1,"Sedan","yes",0,0,"No",0,2663,"Yes","41-60","41-60M",0,0,0,"M","Yes","No","Student","<High School",122287,1,"Rural",45,0
0,24,"Private",10790,3,2,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,9,50949,"F","No","No","Clerical","Bachelors",227129,9,"Highly Urban",41,3
0,37,"Private",10780,4,2,"SUV","no",3904,1,"No",5,0,"No","41-60","41-60F",0,9,43505,"F","No","No","Clerical","Bachelors",107149,10,"Urban",41,4
0,45,"Private",14200,4,1,"Sports Car","no",3834,2,"No",0,0,"No",">60",">60F",0,13,78187,"F","Yes","No","Lawyer","Masters",285421,10,"Urban",60,4
0,38,"Commercial",22960,6,2,"Panel Truck","yes",6597,2,"No",3,3350,"Yes","41-60","41-60M",0,8,52292,"M","Yes","No","Blue Collar","High School",172461,1,"Highly Urban",37,6
0,51,"Commercial",25430,1,2,"Sedan","no",0,0,"No",0,0,"No","41-60","41-60M",0,14,100981,"M","Yes","No","Blue Collar","Bachelors",303119,4,"Rural",54,0
0,66,"Commercial",6240,1,1,"SUV","no",0,0,"No",1,1804,"Yes","25-40","25-40F",2,8,47366,"F","No","Yes","Blue Collar","High School",0,6,"Highly Urban",37,0
0,36,"Commercial",14780,4,1,"Sedan","no",0,0,"No",0,0,"No","25-40","25-40M",0,12,44977,"M","Yes","No","Blue Collar","High School",119567,1,"Highly Rural",35,4
0,42,"Private",10670,1,1,"Sedan","yes",0,0,"No",1,0,"No","41-60","41-60M",0,6,41723,"M","Yes","No","Manager","Masters",206552,11,"Urban",45,0
0,51,"Private",13140,6,1,"Sports Car","no",0,0,"No",0,5273,"Yes","25-40","25-40F",3,0,0,"F","Yes","No","Home Maker","Bachelors",64184,4,"Rural",30,6
0,15,"Commercial",32460,4,1,"Panel Truck","yes",8423,4,"No",0,0,"No","41-60","41-60M",1,9,67373,"M","No","Yes","Manager","High School",0,1,"Urban",39,4
1,46,"Commercial",21520,11,2,"Pickup","no",4082,2,"No",4,29865,"Yes","41-60","41-60F",4,8,175783,"F","No","Yes","","PhD",0,17,"Urban",35,11
0,48,"Commercial",8460,10,1,"Pickup","yes",7437,2,"No",6,0,"No","41-60","41-60M",0,10,39613,"M","Yes","No","Blue Collar","High School",159534,1,"Highly Urban",47,10
0,43,"Private",9920,14,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,12,50853,"F","No","No","Professional","Masters",0,19,"Highly Urban",49,14
0,31,"Commercial",14220,1,1,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,14,80198,"M","No","No","Blue Collar","Bachelors",262212,9,"Urban",46,0
0,41,"Private",31770,1,3,"Sedan","yes",4259,1,"No",2,0,"No",">60",">60M",0,10,72781,"M","Yes","No","Manager","Bachelors",220801,1,"Urban",62,0
0,32,"Private",18710,11,1,"SUV","yes",5757,2,"No",0,0,"No",">60",">60M",0,13,93064,"M","Yes","No","Doctor","PhD",271134,17,"Urban",59,11
0,5,"Private",12360,4,2,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,12,53765,"F","No","No","Professional","Bachelors",0,1,"Urban",47,4
0,33,"Private",20680,15,2,"Sports Car","no",0,0,"No",2,0,"No","41-60","41-60F",0,12,58643,"F","Yes","No","Professional","Bachelors",212459,8,"Urban",49,15
0,49,"Commercial",4600,7,1,"Pickup","yes",0,0,"Yes",0,3005,"Yes","25-40","25-40M",0,8,67842,"M","No","No","Blue Collar","Bachelors",0,1,"Highly Urban",30,7
0,35,"Private",8510,3,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,13,70055,"F","No","No","Manager","Masters",154602,13,"Urban",50,3
0,60,"Private",14110,7,4,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,13,120483,"M","Yes","No","Professional","Masters",358643,12,"Highly Urban",47,7
0,60,"Private",6100,11,4,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",0,13,120483,"M","Yes","No","Professional","Masters",358643,12,"Highly Urban",47,11
0,33,"Private",23350,1,2,"SUV","no",4091,1,"No",0,0,"No","41-60","41-60F",0,14,114422,"F","Yes","No","Lawyer","Masters",154602,16,"Urban",52,0
0,35,"Commercial",15870,1,2,"Sedan","no",8877,1,"No",6,5161,"Yes","41-60","41-60M",0,10,41345,"M","Yes","No","Blue Collar","High School",140075,1,"Highly Urban",51,0
0,20,"Commercial",16420,10,2,"Sedan","no",8171,2,"No",0,6409,"Yes","25-40","25-40M",3,15,45828,"M","No","Yes","Blue Collar","High School",149103,10,"Highly Urban",28,10
0,33,"Private",10510,6,2,"Pickup","yes",40386,1,"No",5,0,"No","25-40","25-40M",3,15,20944,"M","No","Yes","Blue Collar","<High School",0,1,"Highly Urban",28,6
0,31,"Commercial",13730,6,1,"Sedan","no",23381,1,"No",1,0,"No","41-60","41-60M",0,13,69268,"M","Yes","No","Blue Collar","Bachelors",238236,12,"Highly Urban",51,6
0,20,"Commercial",33010,6,1,"Pickup","yes",0,0,"No",0,0,"No",">60",">60M",0,9,133130,"M","Yes","No","","Masters",342825,20,"Urban",59,6
0,30,"Private",15540,7,2,"Sedan","yes",0,0,"Yes",4,0,"No","25-40","25-40M",0,11,105367,"M","Yes","No","Professional","Bachelors",154602,11,"Urban",35,7
0,23,"Commercial",14620,6,1,"SUV","no",3994,2,"No",0,5085,"Yes",">60",">60M",0,15,31738,"M","Yes","No","Blue Collar","<High School",197010,1,"Highly Urban",59,6
0,43,"Commercial",11230,1,1,"Sports Car","no",4444,2,"No",3,5458,"Yes","41-60","41-60F",3,14,53303,"F","Yes","No","Blue Collar","High School",207701,8,"Highly Urban",39,0
0,9,"Private",16830,1,1,"Pickup","no",3846,1,"No",5,0,"No","25-40","25-40F",4,18,24323,"F","Yes","No","Student","<High School",0,1,"Urban",31,0
0,5,"Commercial",18970,1,2,"Van","yes",0,0,"No",2,0,"No","41-60","41-60M",0,7,113038,"M","Yes","No","Blue Collar","High School",283423,5,"Urban",53,0
0,29,"Private",3800,6,1,"SUV","yes",7705,4,"No",0,0,"No","16-24","16-24F",2,0,0,"F","Yes","No","Student","<High School",0,5,"Rural",18,6
0,27,"Commercial",12780,9,2,"Pickup","no",0,0,"No",3,1288,"Yes","25-40","25-40F",1,9,54009,"F","No","Yes","Blue Collar","<High School",0,8,"Rural",25,9
0,14,"Private",3050,10,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,12,15542,"F","No","No","Blue Collar","<High School",0,1,"Rural",45,10
0,15,"Private",15390,1,1,"Sedan","yes",0,0,"No",0,0,"No","41-60","41-60M",3,11,90186,"M","Yes","No","Lawyer","Masters",278241,20,"Urban",53,0
0,45,"Private",17500,6,2,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,13,109950,"F","Yes","No","Doctor","PhD",293399,15,"Urban",48,6
0,39,"Private",1540,6,2,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",0,14,381,"F","Yes","No","Home Maker","Masters",53204,24,"Highly Urban",37,6
0,41,"Private",14260,1,1,"Sports Car","no",5827,1,"No",3,0,"No",">60",">60F",1,11,127649,"F","Yes","No","Lawyer","Masters",351274,19,"Urban",58,0
1,29,"Commercial",10510,1,1,"Pickup","no",4276,3,"No",7,5733,"Yes","41-60","41-60M",2,15,46140,"M","Yes","No","Blue Collar","High School",169084,1,"Highly Urban",39,0
0,39,"Private",15890,1,1,"SUV","no",4631,1,"No",0,5586,"Yes","25-40","25-40F",2,0,0,"F","Yes","No","Student","High School",0,1,"Urban",28,0
2,25,"Private",20610,4,1,"Sports Car","no",0,0,"No",2,5391,"Yes",">60",">60F",3,17,30182,"F","Yes","No","Manager","High School",143293,8,"Urban",64,4
0,38,"Commercial",5400,1,1,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",0,0,0,"F","No","No","Student","Bachelors",0,6,"Rural",34,0
0,13,"Private",5290,1,2,"SUV","no",0,0,"No",1,0,"No","25-40","25-40F",0,11,37869,"F","Yes","No","Clerical","Bachelors",160542,7,"Urban",30,0
0,13,"Private",8890,4,2,"SUV","no",0,0,"No",1,0,"No","25-40","25-40F",0,11,37869,"F","Yes","No","Clerical","Bachelors",160542,7,"Urban",30,4
0,23,"Commercial",19620,1,1,"Van","yes",0,0,"No",1,0,"No","41-60","41-60M",0,11,45762,"M","Yes","No","Manager","Bachelors",154602,10,"Urban",54,0
0,31,"Commercial",13810,4,1,"Sports Car","no",0,0,"No",0,7802,"Yes","25-40","25-40F",4,12,4564,"F","No","Yes","Student","High School",0,1,"Urban",32,4
0,37,"Private",9880,5,1,"SUV","no",0,0,"No",3,0,"No","25-40","25-40F",2,0,0,"F","Yes","No","Student","<High School",0,1,"Highly Rural",35,5
1,44,"Private",30380,3,1,"Sedan","yes",32132,3,"No",1,0,"No","25-40","25-40M",1,12,55036,"M","Yes","No","Manager","High School",187649,10,"Urban",36,3
1,30,"Private",11300,6,1,"SUV","no",5299,1,"No",2,0,"No","41-60","41-60F",3,16,38034,"F","Yes","No","Manager","PhD",190148,1,"Urban",39,6
0,33,"Commercial",19830,10,1,"Van","no",35428,1,"Yes",0,0,"No","41-60","41-60M",1,11,137285,"M","No","Yes","Professional","Masters",0,11,"Highly Urban",44,10
1,47,"Private",13130,11,2,"Sports Car","no",0,0,"No",2,0,"No","25-40","25-40F",2,16,36886,"F","Yes","No","Clerical","High School",169625,9,"Rural",38,11
1,42,"Private",16110,7,2,"Sports Car","no",0,0,"No",0,0,"No","41-60","41-60F",2,17,23886,"F","Yes","No","Clerical","<High School",136125,1,"Rural",38,7
2,23,"Commercial",1500,1,2,"Sports Car","no",49223,1,"Yes",2,3676,"Yes","25-40","25-40F",4,16,61610,"F","No","Yes","Blue Collar","Bachelors",0,1,"Highly Urban",32,0
0,52,"Commercial",9920,13,1,"SUV","no",2807,3,"No",6,0,"No","41-60","41-60F",0,11,84151,"F","Yes","No","Blue Collar","High School",277252,8,"Highly Urban",44,13
2,47,"Private",14630,10,1,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",3,10,30179,"F","No","Yes","Clerical","<High School",154602,1,"Highly Rural",38,10
0,5,"Private",11850,1,1,"SUV","no",0,0,"No",0,0,"No","41-60","41-60F",0,13,50516,"F","Yes","No","Manager","High School",218287,1,"Urban",48,0
0,51,"Commercial",23560,1,2,"Pickup","no",0,0,"No",0,6295,"Yes","41-60","41-60F",1,12,46874,"F","No","Yes","Professional","Bachelors",0,1,"Highly Urban",40,0
0,25,"Private",16360,4,2,"SUV","no",6720,1,"No",1,0,"No","41-60","41-60F",1,12,48915,"F","No","Yes","Professional","Bachelors",0,8,"Urban",40,4
0,30,"Commercial",14060,10,3,"SUV","no",0,0,"No",0,0,"No","25-40","25-40F",2,12,92904,"F","No","Yes","Blue Collar","Bachelors",264763,10,"Highly Urban",29,10
0,41,"Commercial",14090,13,3,"SUV","no",4519,1,"No",6,1559,"Yes","25-40","25-40F",2,12,55353,"F","No","Yes","Blue Collar","High School",203703,6,"Urban",31,13
0,41,"Commercial",4800,10,3,"Sedan","no",1536,2,"No",0,6961,"Yes","25-40","25-40F",2,12,55353,"F","No","Yes","Blue Collar","High School",203703,6,"Urban",31,10
1,38,"Private",15120,11,1,"Sports Car","no",0,0,"No",0,531,"Yes","41-60","41-60F",1,10,78372,"F","Yes","No","Professional","Bachelors",286330,8,"Urban",41,11
3,35,"Private",12540,1,3,"SUV","no",3452,1,"No",1,0,"No","25-40","25-40F",3,9,6857,"F","No","Yes","Home Maker","High School",86075,7,"Rural",36,0
3,35,"Private",6480,4,3,"SUV","no",4503,1,"No",0,0,"No","25-40","25-40F",3,9,6857,"F","No","Yes","Home Maker","High School",86075,7,"Rural",36,4
3,22,"Private",10060,6,1,"SUV","no",27746,4,"Yes",2,2392,"Yes","41-60","41-60F",4,13,42554,"F","No","Yes","Clerical","<High School",0,7,"Highly Urban",41,6
0,11,"Commercial",31370,1,1,"Panel Truck","yes",0,0,"No",0,0,"No","41-60","41-60M",3,14,227092,"M","No","Yes","Manager","PhD",544976,20,"Urban",41,0
0,44,"Private",21540,4,1,"Sedan","no",0,0,"No",0,0,"No","41-60","41-60M",0,10,16423,"M","No","No","Clerical","<High School",0,9,"Highly Rural",42,4
0,22,"Private",6380,3,2,"Sports Car","no",1564,2,"No",0,3269,"Yes","25-40","25-40F",0,10,34682,"F","No","No","Blue Collar","High School",183265,10,"Highly Urban",30,3
0,27,"Private",19710,7,1,"Van","no",0,0,"No",0,0,"No","41-60","41-60M",0,10,68801,"M","No","No","Manager","High School",0,1,"Urban",46,7
0,31,"Private",16250,6,3,"Sedan","no",40086,2,"No",0,0,"No","41-60","41-60F",1,0,0,"F","Yes","No","Home Maker","High School",101860,9,"Urban",44,6
0,29,"Private",6000,4,3,"Sports Car","no",0,0,"No",2,0,"No","41-60","41-60F",1,0,61610,"F","Yes","No","Home Maker","High School",101860,9,"Urban",43,4
0,52,"Private",17070,6,2,"Van","yes",31798,2,"No",4,0,"No","41-60","41-60M",0,15,86516,"M","Yes","No","Professional","Bachelors",311279,1,"Highly Urban",50,6
0,77,"Private",9200,10,1,"SUV","no",0,0,"No",3,0,"No","41-60","41-60F",0,11,30969,"F","No","No","Clerical","<High School",0,7,"Highly Rural",41,10
0,54,"Private",16320,1,2,"Pickup","no",0,0,"Yes",2,0,"No","41-60","41-60F",0,6,43946,"F","No","No","Doctor","PhD",0,14,"Urban",49,0
0,34,"Private",14420,7,1,"Sedan","yes",7869,4,"No",3,0,"No","41-60","41-60M",0,9,37196,"M","No","No","Clerical","Bachelors",154602,11,"Urban",40,7
