"Driving_kids","TRAVTIME","COMMERCIAL_VEHICLE","BLUEBOOK","RETAINED","NPOLICY","CAR_TYPE","RED_CAR","OLDCLAIM","Past_claim","REVOKED","MVR_PTS","CLM_AMT","CLM_FLAG","AGE","Kids","NEW_IN_JOB","INCOME","SEX_MALE","MARRIED","SINGLE_PARENT","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","URBAN_NOT_RURAL","AGE_YEARS","College_MAX_EDUC","Sedan","Student","Blue_collar","Young_age","Homeowner"
0,16,1,11300,6,1,"Pickup",1,16239,1,1,5,2967,1,"41-60",0,0,52966,1,0,0,"Professional","High School",0,1,1,42,0,0,0,0,0,0
0,29,0,28540,10,2,"Pickup",0,0,0,0,4,0,0,"41-60",0,0,154985,0,0,0,"Manager","PhD",0,10,1,44,1,0,0,0,0,0
0,29,1,27170,1,2,"Pickup",0,0,0,1,0,0,0,"41-60",0,0,165193,0,0,0,"Other","Masters",0,17,1,44,1,0,0,0,0,0
0,32,0,26170,10,2,"Sedan",0,0,0,0,0,0,0,"25-40",1,0,47060,0,1,0,"Clerical","Bachelors",175052,6,1,34,1,1,0,0,0,1
0,33,1,13500,1,1,"Sedan",0,0,0,0,1,0,0,"41-60",0,0,99224,1,1,0,"Blue Collar","Bachelors",274393,11,0,42,1,1,0,1,0,1
0,34,0,6940,4,1,"SUV",0,0,0,0,0,0,0,"41-60",0,0,51628,0,1,0,"Professional","Bachelors",206070,8,1,46,1,0,0,0,0,1
0,36,0,19260,1,1,"Sedan",1,3444,1,0,1,0,0,"41-60",0,1,0,1,1,0,"Home Maker","High School",85478,1,1,49,0,1,0,0,0,1
0,12,1,20130,21,1,"Van",1,4188,1,0,5,0,0,"41-60",0,0,145260,1,1,0,"Other","PhD",154602,15,1,40,1,0,0,0,0,1
0,25,1,16300,1,2,"Van",0,0,0,0,1,0,0,"41-60",0,0,33914,0,0,0,"Clerical","Bachelors",0,8,1,44,1,0,0,0,0,0
0,20,0,33100,10,1,"Pickup",0,0,0,0,0,0,0,"25-40",1,0,83557,0,0,1,"Professional","Bachelors",224864,8,1,28,1,0,0,0,0,1
0,42,1,10880,4,1,"Pickup",1,0,0,0,0,0,0,"25-40",0,0,53918,1,1,0,"Blue Collar","Bachelors",156830,12,1,38,1,0,0,1,0,1
0,49,0,11270,6,1,"SUV",0,2189,1,0,5,1342,1,"41-60",1,0,27039,0,0,1,"Student","High School",0,7,1,43,0,0,1,0,0,0
0,37,0,12720,14,1,"Sedan",1,0,0,0,0,0,0,"41-60",0,0,48834,1,1,0,"Clerical","High School",194280,1,0,40,0,1,0,0,0,1
0,25,0,22920,10,1,"Pickup",0,0,0,0,0,0,0,"41-60",0,0,114088,0,1,0,"Manager","High School",306745,8,1,50,0,0,0,0,0,1
0,48,0,9490,6,1,"Sedan",1,0,0,0,4,0,0,"25-40",1,0,25989,1,1,0,"Blue Collar","<High School",137836,8,0,34,0,1,0,1,0,1
0,14,1,13590,7,1,"Sedan",0,0,0,0,2,0,0,"25-40",1,0,86877,0,0,1,"Blue Collar","Bachelors",0,14,1,34,1,1,0,1,0,0
0,5,0,8770,4,1,"SUV",0,0,0,0,3,0,0,"41-60",0,0,22683,0,1,0,"Clerical","High School",143229,9,0,49,0,0,0,0,0,1
0,43,1,31410,3,1,"Panel Truck",1,0,0,1,0,0,0,"41-60",0,0,50705,1,1,0,"Blue Collar","Bachelors",240155,11,1,51,1,0,0,1,0,1
1,29,0,19510,1,1,"Sports Car",0,8890,1,0,0,4148,1,"41-60",1,0,137103,0,0,1,"Manager","Masters",0,15,1,41,1,0,0,0,0,0
0,45,0,25830,1,1,"Sports Car",0,31687,1,1,2,23805,1,"41-60",1,0,88995,0,0,1,"Blue Collar","Bachelors",0,10,1,39,1,0,0,1,0,0
0,23,1,22990,10,3,"Panel Truck",0,0,0,1,2,0,0,"41-60",0,0,89403,1,1,0,"Blue Collar","Bachelors",274333,15,1,56,1,0,0,1,0,1
0,37,1,11250,6,3,"SUV",0,8057,1,0,5,6284,1,">60",0,0,52894,1,1,0,"Blue Collar","Bachelors",216569,6,1,56,1,0,0,1,0,1
0,48,0,18510,6,1,"SUV",0,0,0,0,1,0,0,"41-60",0,0,48792,0,0,0,"Manager","Bachelors",0,8,1,47,1,0,0,0,0,0
0,27,0,12560,4,1,"Sports Car",0,0,0,0,3,2432,1,">60",0,0,46598,0,0,0,"Lawyer","Masters",180231,1,1,58,1,0,0,0,0,1
0,14,0,11140,4,1,"Sports Car",0,0,0,0,0,0,0,"41-60",0,0,46955,0,0,0,"Manager","High School",0,1,1,42,0,0,0,0,0,0
0,22,0,10520,6,1,"Sedan",0,1994,1,0,2,0,0,"41-60",0,0,46233,0,0,0,"Blue Collar","<High School",0,1,1,43,0,1,0,1,0,0
0,47,0,12340,1,1,"Sedan",1,0,0,0,0,0,0,"41-60",0,0,108403,1,1,0,"Manager","Bachelors",333990,8,1,56,1,1,0,0,0,1
0,36,0,10300,4,3,"Pickup",1,5236,1,0,6,3587,1,"41-60",0,0,52626,1,0,0,"Clerical","Bachelors",0,8,1,46,1,0,0,0,0,0
0,36,1,22590,1,3,"Panel Truck",1,0,0,0,1,5463,1,"41-60",0,0,61610,1,0,0,"Clerical","Bachelors",154602,8,1,47,1,0,0,0,0,1
0,52,0,17850,1,2,"Sedan",0,0,0,0,0,0,0,"41-60",0,0,20473,0,0,0,"Home Maker","Bachelors",0,8,0,54,1,1,0,0,0,0
0,35,1,6100,7,1,"Sedan",1,0,0,0,0,0,0,"41-60",0,0,45045,1,1,0,"Blue Collar","High School",159854,9,0,43,0,1,0,1,0,1
0,25,1,6600,1,3,"Pickup",1,7922,1,0,1,0,0,"41-60",0,0,114092,1,1,0,"Manager","Bachelors",154602,12,1,45,1,0,0,0,0,1
0,39,1,25720,10,1,"Pickup",0,6985,1,0,3,0,0,"25-40",0,0,81474,0,0,0,"Blue Collar","Bachelors",0,13,1,21,1,0,0,1,1,0
0,31,0,5600,1,1,"SUV",0,7792,1,0,2,0,0,"41-60",1,1,0,0,1,0,"Home Maker","<High School",65804,1,1,39,0,0,0,0,0,1
0,48,0,6600,4,3,"Pickup",1,21606,1,1,1,3352,1,"41-60",0,0,28637,1,0,0,"Clerical","<High School",0,1,1,50,0,0,0,0,0,0
0,54,0,15490,1,2,"Sports Car",0,0,0,0,2,0,0,">60",0,1,0,0,1,0,"Home Maker","Bachelors",137023,11,1,58,1,0,0,0,0,1
0,36,1,24390,4,1,"Panel Truck",0,10421,1,0,0,0,0,"41-60",0,0,167661,1,0,0,"Other","Masters",433494,18,1,49,1,0,0,0,0,1
0,18,0,14620,6,1,"Sedan",0,0,0,0,0,2912,1,"41-60",0,0,61610,0,1,0,"Clerical","High School",142894,1,1,47,0,1,0,0,0,1
0,29,1,38900,1,2,"Panel Truck",0,0,0,0,2,0,0,"41-60",0,0,78854,1,0,0,"Blue Collar","High School",274939,6,1,40,0,0,0,1,0,1
0,46,1,24350,1,1,"Panel Truck",0,3210,1,0,0,0,0,"25-40",1,0,147478,1,1,0,"Other","Masters",400336,11,1,30,1,0,0,0,0,1
1,87,1,16620,6,1,"Pickup",0,0,0,0,0,0,0,"41-60",1,0,79178,0,1,0,"Blue Collar","High School",290382,1,0,55,0,0,0,1,0,1
1,48,0,1500,1,2,"Sports Car",0,0,0,0,0,0,0,"25-40",1,1,0,0,1,0,"Home Maker","Bachelors",96897,12,0,31,1,0,0,0,0,1
0,20,0,10950,1,1,"Sports Car",1,5914,1,0,4,0,0,">60",0,0,64980,1,1,0,"Professional","Masters",240241,19,1,60,1,0,0,0,0,1
0,18,1,22900,10,1,"Panel Truck",1,0,0,0,0,0,0,"41-60",0,0,54439,1,1,0,"Professional","Bachelors",199224,11,1,50,1,0,0,0,0,1
0,28,0,4070,3,1,"Sedan",1,5416,1,0,0,0,0,"41-60",0,0,25738,1,0,0,"Clerical","<High School",0,6,1,43,0,1,0,0,0,0
0,16,0,14440,1,3,"Sedan",1,30341,1,0,1,0,0,"41-60",0,0,126865,1,0,0,"Lawyer","Masters",346249,15,1,47,1,1,0,0,0,1
0,38,1,27450,1,3,"Panel Truck",0,3689,1,0,5,3501,1,"41-60",0,0,85444,1,0,0,"Other","Masters",154602,18,1,51,1,0,0,0,0,1
0,31,1,10000,1,1,"Sports Car",1,0,0,0,0,0,0,">60",0,0,24049,1,0,0,"Blue Collar","High School",0,7,1,58,0,0,0,1,0,0
0,38,0,7240,4,1,"Sedan",0,0,0,1,1,7551,1,"25-40",1,0,23439,0,1,0,"Clerical","High School",113409,6,1,29,0,1,0,0,0,1
0,13,0,23760,1,2,"Sedan",0,0,0,0,3,0,0,"41-60",0,0,171649,0,1,0,"Lawyer","Masters",434676,17,1,51,1,1,0,0,0,1
0,5,0,9060,1,1,"SUV",0,0,0,0,2,0,0,"41-60",0,1,0,0,0,0,"Student","<High School",0,1,1,42,0,0,1,0,0,0
1,37,0,16060,4,1,"SUV",0,0,0,0,1,0,0,"41-60",1,0,87644,0,1,0,"Manager","Bachelors",290988,9,1,54,1,0,0,0,0,1
1,48,0,11220,1,1,"SUV",0,6367,1,0,5,7833,1,"41-60",1,0,75161,0,0,1,"Doctor","PhD",241237,19,1,39,1,0,0,0,0,1
0,28,0,15170,10,1,"Sports Car",0,5446,1,0,0,0,0,"25-40",0,0,51814,0,0,0,"Manager","Masters",0,15,1,35,1,0,0,0,0,0
0,36,0,12130,6,2,"Pickup",1,7038,1,0,2,0,0,"41-60",0,0,51314,1,0,0,"Blue Collar","<High School",164516,1,1,53,0,0,0,1,0,1
0,27,0,8300,7,1,"SUV",0,0,0,0,0,0,0,"25-40",1,0,34019,0,1,0,"Lawyer","Masters",91875,20,1,33,1,0,0,0,0,1
0,39,1,30060,3,1,"Van",0,0,0,0,3,0,0,"41-60",0,0,103093,0,1,0,"Professional","Bachelors",271213,6,0,43,1,0,0,0,0,1
0,45,0,12720,4,5,"SUV",0,0,0,0,0,0,0,"41-60",0,0,2633,0,1,0,"Home Maker","Bachelors",89590,3,1,45,1,0,0,0,0,1
0,12,0,6580,7,5,"SUV",0,0,0,0,0,0,0,"41-60",0,0,10376,0,1,0,"Home Maker","Bachelors",134694,9,0,47,1,0,0,0,0,1
0,56,0,10010,7,5,"SUV",0,0,0,0,1,0,0,"41-60",0,0,43445,0,1,0,"Home Maker","Bachelors",149248,11,1,48,1,0,0,0,0,1
0,36,0,22550,6,5,"Sedan",0,0,0,0,0,0,0,"41-60",0,0,43445,0,1,0,"Home Maker","Bachelors",149248,11,1,46,1,1,0,0,0,1
0,38,1,8410,1,1,"Pickup",1,13251,1,1,3,3281,1,"41-60",0,0,63990,1,0,0,"Blue Collar","High School",228402,10,1,42,0,0,0,1,0,1
0,30,1,23300,6,1,"Panel Truck",1,958,1,0,3,0,0,"41-60",0,0,131050,1,0,0,"Other","PhD",382673,14,1,38,1,0,0,0,0,1
1,35,1,5700,1,1,"Pickup",0,4332,1,0,4,24591,1,"41-60",1,0,65598,1,1,0,"Manager","Masters",154602,10,1,42,1,0,0,0,0,1
0,23,0,22270,1,3,"Sedan",0,0,0,0,0,0,0,"41-60",1,0,51409,0,1,0,"Lawyer","Masters",205895,15,0,41,1,1,0,0,0,1
0,46,0,5080,3,1,"SUV",0,0,0,0,0,0,0,"25-40",1,0,9828,0,0,1,"Home Maker","High School",0,1,0,25,0,0,0,0,0,0
0,58,0,27080,4,1,"Sedan",0,0,0,0,0,0,0,"25-40",1,0,63400,0,1,0,"Clerical","High School",242530,8,1,38,0,1,0,0,0,1
0,43,1,21230,7,2,"Van",1,0,0,0,0,0,0,"25-40",1,0,61610,1,0,1,"Clerical","High School",0,1,1,28,0,0,0,0,0,0
0,34,0,11020,1,2,"SUV",0,8727,1,0,5,0,0,"41-60",0,0,61610,0,1,0,"Blue Collar","Bachelors",140348,10,1,43,1,0,0,1,0,1
1,48,0,18760,1,1,"Sedan",1,0,0,0,0,0,0,"41-60",1,0,61610,1,1,0,"Professional","Bachelors",336613,11,1,39,1,1,0,0,0,1
0,16,0,19270,9,1,"SUV",0,0,0,0,3,0,0,"41-60",0,0,121237,0,1,0,"Lawyer","Masters",342601,10,1,51,1,0,0,0,0,1
0,8,1,19170,1,3,"Van",0,16951,1,0,3,0,0,"41-60",0,0,160405,1,0,0,"Manager","Masters",0,11,1,50,1,0,0,0,0,0
0,41,1,14780,6,1,"SUV",0,0,0,0,2,0,0,"41-60",0,0,38770,0,1,0,"Blue Collar","High School",154518,9,1,39,0,0,0,1,0,1
0,32,0,17180,10,1,"Van",0,5092,1,0,0,0,0,"41-60",0,0,61853,1,0,0,"Professional","High School",220043,1,1,43,0,0,0,0,0,1
1,16,0,5900,11,1,"Sports Car",0,39019,1,0,8,0,0,"41-60",1,0,142551,0,0,1,"Lawyer","Masters",391566,18,1,40,1,0,0,0,0,1
0,25,0,19800,4,1,"Sedan",0,0,0,0,0,0,0,"25-40",0,1,0,0,0,0,"Home Maker","High School",66706,9,0,31,0,1,0,0,0,1
0,23,0,10060,1,1,"Pickup",1,3149,1,0,0,0,0,"41-60",0,0,54108,1,1,0,"Professional","High School",183134,1,1,47,0,0,0,0,0,1
0,37,0,12710,4,1,"SUV",0,0,0,0,0,0,0,"41-60",0,0,56467,0,0,0,"Manager","Bachelors",0,12,1,46,1,0,0,0,0,0
0,54,1,21100,4,1,"Van",1,5495,1,0,7,2206,1,"25-40",1,0,83664,1,1,0,"Blue Collar","Bachelors",217763,8,1,32,1,0,0,1,0,1
0,51,1,17280,6,1,"Van",1,0,0,0,4,1748,1,"41-60",0,0,63482,1,1,0,"Other","Masters",226408,18,1,49,1,0,0,0,0,1
0,33,0,9850,6,1,"Pickup",1,0,0,0,1,0,0,"41-60",1,0,31519,1,0,1,"Clerical","High School",0,1,0,47,0,0,0,0,0,0
0,24,0,8660,7,1,"SUV",0,0,0,0,2,0,0,"41-60",0,0,21129,0,0,0,"Home Maker","Masters",0,15,1,44,1,0,0,0,0,0
1,25,0,6000,1,1,"SUV",0,0,0,0,1,0,0,"41-60",1,0,89161,0,1,0,"Blue Collar","Bachelors",317592,9,1,41,1,0,0,1,0,1
0,25,0,11740,9,1,"SUV",0,1800,1,0,2,5711,1,"25-40",1,1,0,0,1,0,"Home Maker","High School",66358,1,1,33,0,0,0,0,0,1
0,41,0,11250,1,1,"Pickup",1,5103,1,0,0,5139,1,"41-60",0,0,35168,1,0,0,"Blue Collar","<High School",175879,8,1,52,0,0,0,1,0,1
0,24,0,9400,6,1,"Sedan",1,0,0,1,0,0,0,"41-60",0,0,31957,1,1,0,"Clerical","High School",156435,6,1,44,0,1,0,0,0,1
0,44,0,20510,4,1,"Sedan",1,34195,1,1,0,0,0,"41-60",0,0,82398,1,0,0,"Professional","Bachelors",0,4,1,46,1,1,0,0,0,0
0,45,1,2790,4,3,"SUV",0,0,0,0,0,0,0,"41-60",0,0,12917,0,0,0,"Student","Bachelors",154602,12,1,50,1,0,1,0,0,1
0,14,1,41310,7,1,"Panel Truck",0,36700,1,1,3,0,0,"41-60",0,0,73663,1,1,0,"Professional","Bachelors",268990,5,1,51,1,0,0,0,0,1
0,12,0,29980,6,2,"Pickup",0,2911,1,0,3,0,0,"25-40",1,0,85128,0,0,1,"Manager","Bachelors",230131,1,1,33,1,0,0,0,0,1
1,46,0,22380,1,3,"SUV",0,2531,1,0,4,0,0,"25-40",1,1,0,0,1,0,"Student","<High School",0,1,1,35,0,0,1,0,0,0
0,26,1,7390,17,1,"Pickup",1,23866,1,0,2,0,0,"25-40",1,0,24897,1,1,0,"Clerical","High School",166510,7,1,34,0,0,0,0,0,1
0,50,1,9030,4,3,"Pickup",1,1602,1,0,6,7800,1,"25-40",1,0,26425,1,1,0,"Blue Collar","<High School",127470,6,1,34,0,0,0,1,0,1
0,22,0,8290,1,1,"SUV",0,0,0,0,0,6570,1,"41-60",0,0,67891,0,1,0,"Manager","Masters",199571,8,1,40,1,0,0,0,0,1
0,21,0,17660,1,1,"Van",1,0,0,1,1,0,0,"41-60",0,0,43348,1,1,0,"Blue Collar","<High School",235847,1,1,52,0,0,0,1,0,1
0,48,0,7640,17,2,"Sports Car",0,0,0,0,2,6879,1,"25-40",1,0,34368,0,1,0,"Blue Collar","<High School",142365,1,1,29,0,0,0,1,0,1
0,53,0,15420,1,2,"SUV",0,1037,1,0,10,0,0,"25-40",1,0,28403,0,1,0,"Blue Collar","<High School",101889,1,1,31,0,0,0,1,0,1
0,23,0,9300,6,2,"SUV",0,44376,1,1,0,0,0,"41-60",0,0,31045,0,1,0,"Clerical","Bachelors",138614,8,1,47,1,0,0,0,0,1
1,53,1,10850,4,1,"Pickup",1,5810,1,1,0,2890,1,"41-60",1,0,3604,1,0,1,"Student","High School",0,8,1,39,0,0,1,0,0,0
0,38,1,8940,7,1,"Pickup",0,2610,1,0,0,4347,1,"25-40",1,0,35362,1,0,1,"Clerical","<High School",0,7,1,33,0,0,0,0,0,0
0,29,1,23760,1,1,"Panel Truck",1,824,1,0,4,1877,1,"41-60",0,0,114547,1,1,0,"Manager","Masters",330408,8,1,49,1,0,0,0,0,1
0,31,0,26420,3,1,"Sports Car",0,0,0,1,0,0,0,"41-60",1,0,99555,0,1,0,"Blue Collar","Bachelors",290524,5,1,40,1,0,0,1,0,1
0,31,1,6500,13,1,"SUV",0,9098,1,0,2,0,0,"41-60",0,0,0,0,1,0,"Student","Bachelors",90196,7,1,49,1,0,1,0,0,1
0,46,0,10020,4,1,"Pickup",1,0,0,0,0,0,0,"41-60",0,0,25674,1,1,0,"Blue Collar","<High School",151714,1,1,44,0,0,0,1,0,1
0,45,1,21380,11,1,"Van",1,3676,1,0,7,4220,1,"25-40",1,1,0,1,1,0,"Student","Bachelors",0,7,1,29,1,0,1,0,0,0
0,64,0,10150,6,1,"SUV",0,18535,1,0,3,0,0,"41-60",0,0,27208,0,0,0,"Student","High School",0,7,1,44,0,0,1,0,0,0
0,10,0,6900,4,1,"Sedan",1,0,0,0,0,0,0,"41-60",0,0,48697,1,0,0,"Professional","Bachelors",219687,1,0,49,1,1,0,0,0,1
0,46,0,14420,3,2,"SUV",0,1414,1,0,0,4440,1,"25-40",0,0,39019,0,1,0,"Professional","High School",182970,8,1,35,0,0,0,0,0,1
0,27,0,19480,1,2,"Van",1,0,0,0,0,0,0,"41-60",0,0,121708,1,0,0,"Doctor","PhD",356812,11,1,51,1,0,0,0,0,1
0,43,0,11160,6,1,"Sedan",0,4552,1,0,2,0,0,"41-60",0,0,49565,0,0,0,"Blue Collar","<High School",0,6,1,47,0,1,0,1,0,0
1,29,0,14940,6,2,"Sedan",0,7310,1,0,8,4638,1,"41-60",0,0,14522,1,1,0,"Clerical","<High School",109990,9,0,48,0,1,0,0,0,1
0,14,0,16740,4,1,"Sedan",0,0,0,1,0,0,0,"41-60",0,0,61610,0,1,0,"Manager","Bachelors",282453,14,1,48,1,1,0,0,0,1
0,52,0,19700,1,1,"SUV",0,3175,1,0,0,0,0,"41-60",0,0,89157,0,1,0,"Lawyer","Masters",257091,7,1,50,1,0,0,0,0,1
1,36,1,5300,10,5,"Pickup",1,0,0,0,2,0,0,"25-40",1,0,23221,1,1,0,"Clerical","<High School",108815,1,0,37,0,0,0,0,0,1
1,36,0,21040,10,5,"Sedan",1,0,0,0,2,0,0,"41-60",1,0,34560,1,1,0,"Clerical","<High School",119626,7,1,41,0,1,0,0,0,1
1,36,1,10830,1,5,"Pickup",1,0,0,0,0,0,0,"41-60",1,0,34560,1,1,0,"Clerical","<High School",119626,7,1,41,0,0,0,0,0,1
0,42,0,29220,1,2,"Sedan",0,7070,1,0,4,0,0,"25-40",1,0,88987,0,0,1,"Manager","Bachelors",248335,10,1,25,1,1,0,0,0,1
0,23,1,7640,1,1,"Pickup",1,0,0,0,0,7136,1,"41-60",1,1,0,1,1,0,"Student","<High School",63103,1,1,45,0,0,1,0,0,1
0,58,0,1500,4,5,"Sedan",1,0,0,0,0,0,0,"41-60",0,0,58231,1,1,0,"Professional","Bachelors",176785,8,1,51,1,1,0,0,0,1
0,55,0,12620,1,5,"Sedan",1,0,0,0,1,0,0,"41-60",0,0,92261,1,1,0,"Professional","Bachelors",282708,8,1,53,1,1,0,0,0,1
0,5,0,1500,13,5,"Sedan",0,26544,1,1,0,0,0,"41-60",0,0,73014,1,1,0,"Professional","Masters",295579,13,0,51,1,1,0,0,0,1
0,35,1,7000,4,5,"Pickup",1,0,0,0,0,0,0,"41-60",1,0,71518,1,0,1,"Manager","Masters",0,13,1,54,1,0,0,0,0,0
0,5,0,14350,4,5,"Sedan",0,0,0,0,0,0,0,"41-60",1,0,71518,1,0,1,"Manager","Masters",0,13,1,53,1,1,0,0,0,0
0,34,1,21210,1,3,"Van",1,0,0,0,0,0,0,"41-60",0,0,30452,1,1,0,"Blue Collar","<High School",150468,8,1,43,0,0,0,1,0,1
0,34,1,12790,10,3,"Sedan",1,0,0,0,0,0,0,"41-60",0,0,64916,1,1,0,"Blue Collar","Bachelors",282967,11,1,44,1,1,0,1,0,1
0,18,1,6200,4,3,"Pickup",1,5893,1,0,6,0,0,"41-60",0,0,64916,1,1,0,"Blue Collar","Bachelors",282967,11,1,45,1,0,0,1,0,1
0,42,0,5890,3,2,"SUV",0,20627,1,1,0,0,0,"41-60",0,0,43937,0,0,0,"Home Maker","Bachelors",132130,8,1,45,1,0,0,0,0,1
0,61,0,6600,9,2,"SUV",0,0,0,0,0,0,0,"41-60",0,1,0,0,0,0,"Home Maker","Bachelors",90777,1,0,45,1,0,0,0,0,1
0,35,0,18460,10,1,"SUV",0,5274,1,0,10,0,0,"41-60",0,0,42206,0,0,0,"Lawyer","Masters",0,18,1,41,1,0,0,0,0,0
0,8,0,6500,11,2,"Sedan",0,0,0,0,2,1413,1,"41-60",0,0,94589,1,1,0,"Blue Collar","<High School",276150,1,1,50,0,1,0,1,0,1
0,29,0,8490,6,3,"Pickup",1,0,0,0,1,0,0,"25-40",0,0,25835,1,1,0,"Clerical","High School",109685,12,1,33,0,0,0,0,0,1
0,42,1,17990,1,2,"Van",0,5228,1,0,5,0,0,"41-60",0,0,21567,1,1,0,"Blue Collar","<High School",149254,1,1,44,0,0,0,1,0,1
0,23,0,24920,1,2,"SUV",0,6902,1,0,6,41077,1,"41-60",0,0,41696,0,0,0,"Home Maker","Bachelors",210765,11,1,47,1,0,0,0,0,1
0,25,0,5600,6,1,"SUV",0,2405,1,0,5,0,0,"41-60",1,0,52073,0,0,1,"Clerical","High School",0,1,1,37,0,0,0,0,0,0
0,40,0,14030,6,1,"Sports Car",1,0,0,1,1,5400,1,">60",0,0,60349,1,1,0,"Lawyer","Masters",247580,10,1,61,1,0,0,0,0,1
0,32,0,40630,10,1,"Van",0,0,0,0,0,0,0,"41-60",1,0,182462,0,1,0,"Professional","PhD",401307,16,1,42,1,0,0,0,0,1
0,13,1,15250,10,1,"Sedan",0,0,0,0,0,0,0,"25-40",1,0,46771,1,0,1,"Blue Collar","Bachelors",181943,8,1,32,1,1,0,1,0,1
0,27,0,14230,1,4,"Sedan",0,0,0,0,0,0,0,"41-60",1,0,23157,1,1,0,"Clerical","High School",115249,1,0,38,0,1,0,0,0,1
0,27,0,8120,1,4,"Sedan",0,0,0,0,7,0,0,"41-60",1,0,23157,1,1,0,"Clerical","High School",115249,1,0,38,0,1,0,0,0,1
0,27,0,20720,17,4,"Van",0,0,0,0,0,0,0,"41-60",1,0,23157,1,1,0,"Clerical","High School",115249,1,0,38,0,0,0,0,0,1
0,23,1,21100,1,1,"SUV",0,0,0,0,0,0,0,"25-40",0,0,61462,0,1,0,"Blue Collar","Bachelors",203940,17,1,34,1,0,0,1,0,1
1,19,0,22050,1,4,"Sedan",1,2969,1,0,2,0,0,"25-40",1,1,0,1,1,0,"Home Maker","High School",64780,1,1,35,0,1,0,0,0,1
0,17,0,10660,6,1,"SUV",0,5029,1,0,2,0,0,"41-60",0,0,74620,0,0,0,"Lawyer","Masters",227542,18,1,51,1,0,0,0,0,1
0,24,0,28390,4,4,"Sedan",1,0,0,0,0,0,0,"25-40",0,0,111619,1,0,0,"Lawyer","Masters",154602,16,1,37,1,1,0,0,0,1
0,47,0,22060,13,4,"Van",0,1685,1,0,0,2489,1,"41-60",0,0,136585,1,0,0,"Lawyer","Masters",0,10,1,38,1,0,0,0,0,0
0,24,0,16560,6,4,"Sedan",1,29754,1,1,1,0,0,"41-60",0,0,136585,1,0,0,"Lawyer","Masters",0,10,1,39,1,1,0,0,0,0
0,47,0,21280,1,2,"Van",1,615,1,0,5,4857,1,"41-60",0,0,154165,1,1,0,"Lawyer","Masters",405227,17,1,55,1,0,0,0,0,1
0,74,1,10620,4,2,"Pickup",0,0,0,0,0,0,0,"41-60",0,0,48248,1,1,0,"Blue Collar","Bachelors",188049,6,0,37,1,0,0,1,0,1
1,34,1,25910,7,1,"Panel Truck",1,45894,1,1,1,5061,1,"41-60",1,0,99269,1,0,1,"Professional","Bachelors",306012,10,1,38,1,0,0,0,0,1
0,24,1,8020,1,1,"Pickup",1,6109,1,0,4,4994,1,"25-40",1,0,29707,1,1,0,"Manager","Masters",133725,18,1,32,1,0,0,0,0,1
0,5,0,4190,7,1,"SUV",0,0,0,1,2,4386,1,"41-60",0,0,26913,0,1,0,"Manager","Masters",156085,14,1,38,1,0,0,0,0,1
0,11,0,7570,7,1,"SUV",0,4615,1,0,0,0,0,"25-40",0,0,24652,0,1,0,"Home Maker","Bachelors",101872,7,1,33,1,0,0,0,0,1
0,44,1,27080,11,4,"Panel Truck",0,0,0,0,1,0,0,"25-40",0,0,99247,1,0,0,"Other","Masters",0,8,1,31,1,0,0,0,0,0
0,57,0,15020,6,4,"Sedan",1,8921,1,0,6,4290,1,"25-40",0,0,103903,1,0,0,"Lawyer","Masters",0,14,0,40,1,1,0,0,0,0
0,44,1,18920,4,4,"Van",0,0,0,0,0,0,0,"41-60",0,0,107814,1,0,0,"Other","Masters",282778,17,1,37,1,0,0,0,0,1
0,28,1,16380,13,4,"Van",1,22642,1,0,2,0,0,"41-60",0,0,107814,1,0,0,"Other","Masters",282778,8,1,36,1,0,0,0,0,1
0,46,1,6200,9,3,"Pickup",1,0,0,0,1,0,0,"41-60",0,0,94054,1,1,0,"Blue Collar","Bachelors",291077,6,1,45,1,0,0,1,0,1
0,43,1,8670,10,3,"Pickup",1,0,0,0,2,0,0,"41-60",0,0,61610,1,1,0,"Blue Collar","High School",154602,8,1,45,0,0,0,1,0,1
0,57,0,5400,3,2,"SUV",0,0,0,0,1,0,0,"25-40",0,0,20800,0,1,0,"Student","High School",0,6,1,31,0,0,1,0,0,0
0,50,1,17920,6,1,"Van",1,0,0,0,1,0,0,"25-40",1,0,33063,1,0,1,"Blue Collar","<High School",0,1,0,29,0,0,0,1,0,0
1,39,0,18910,1,1,"Sedan",0,0,0,0,3,5301,1,"25-40",1,0,46061,0,0,1,"Clerical","Bachelors",0,9,1,36,1,1,0,0,0,0
0,24,0,22990,1,1,"Sedan",0,0,0,0,2,0,0,"41-60",0,0,166907,0,0,0,"Lawyer","Masters",450605,7,1,43,1,1,0,0,0,1
0,35,0,15000,4,2,"Sports Car",0,0,0,0,1,0,0,"41-60",0,0,170537,0,1,0,"Manager","PhD",444387,14,1,50,1,0,0,0,0,1
0,63,0,13700,5,1,"SUV",0,0,0,0,2,5884,1,"25-40",0,0,31052,0,1,0,"Clerical","High School",116137,7,1,33,0,0,0,0,0,1
0,13,0,7140,11,1,"Sports Car",0,0,0,0,0,0,0,"41-60",0,1,0,0,1,0,"Home Maker","High School",109280,1,0,50,0,0,0,0,0,1
0,32,1,11800,1,2,"Pickup",0,3118,1,0,1,4895,1,"41-60",0,0,22860,1,0,0,"Blue Collar","<High School",0,1,0,41,0,0,0,1,0,0
